transcript_id,12-14,12-2,12-7,13-10,13-13,13-9,14-11,14-12,14-8,15-3,15-6
g153.t1,20,40,28,21,30,21,48,20,20,19,52
g150.t1,0,0,0,0,0,0,0,0,0,0,0
g149.t1,38,61,46,31,43,49,45,27,26,22,76
g151.t2,41,45,29,25,15,16,40,28,11,19,39
g151.t1,30,51,52,36,61,65,71,57,45,49,73
g156.t1,6,0,0,2,0,3,13,5,0,2,9
g154.t1,6,0,2,2,8,0,7,0,1,0,5
g155.t1,135,19,63,64,121,19,53,29,42,14,82
g160.t2,0,0,0,0,0,0,0,0,20,0,0
g162.t1,0,0,0,0,0,0,0,0,0,0,0
g163.t1,0,0,0,0,0,0,0,0,0,0,0
g164.t1,0,0,0,0,0,0,0,0,0,0,0
g160.t1,27,53,47,55,39,37,43,23,0,21,56
g161.t1,15,4,27,8,20,25,34,28,13,19,48
g167.t1,0,0,0,0,0,0,0,0,0,0,0
g167.t2,25,13,21,20,38,28,48,34,10,27,41
g172.t2,0,0,0,0,0,0,0,0,0,0,0
g172.t1,9,19,13,9,25,13,25,12,10,14,22
g169.t2,0,0,0,0,0,0,0,0,0,0,0
g170.t1,0,0,0,0,0,0,0,0,0,3,0
g168.t1,20,16,22,11,25,21,33,10,4,7,36
g169.t1,12,0,7,6,13,0,17,0,0,14,21
g171.t1,23,24,35,18,71,42,16,45,17,33,65
g173.t1,9,4,9,12,0,13,39,0,16,10,8
g174.t1,5,6,6,0,3,8,13,3,12,7,5
g175.t1,3,5,5,14,4,0,7,0,11,12,9
g176.t1,8,0,14,9,9,16,22,11,6,11,21
g181.t1,0,3,4,0,0,2,0,5,0,7,7
g179.t1,0,0,0,0,0,0,0,0,0,0,0
g180.t1,0,0,0,0,0,0,0,0,0,10,0
g177.t1,6,4,7,1,7,6,12,7,6,7,9
g178.t1,68,68,59,31,87,65,97,45,62,64,95
g182.t2,0,0,0,0,0,0,0,0,0,0,0
g182.t1,73,71,77,61,84,123,92,48,83,66,102
g183.t1,165,188,256,166,210,184,235,134,128,190,222
g185.t2,0,0,0,0,0,0,0,0,0,0,0
g184.t1,90,94,145,100,145,120,218,101,66,116,171
g185.t1,64,42,63,59,97,90,155,70,63,94,121
g186.t1,17,19,17,17,23,19,33,14,12,21,25
g191.t1,11,13,18,16,26,13,17,11,0,4,26
g189.t1,9,12,20,0,42,30,24,19,9,0,22
g194.t1,37,44,90,41,38,56,83,48,31,46,62
g187.t1,217,237,253,221,354,281,314,192,178,234,289
g199.t2,0,0,0,0,0,0,0,0,0,0,0
g199.t1,37,19,13,32,27,31,85,16,26,20,85
g200.t1,7,23,21,11,10,6,28,10,10,11,20
g202.t1,0,13,9,3,7,9,7,0,0,6,4
g206.t1,0,0,0,0,0,0,0,0,0,0,0
g207.t1,0,0,0,0,0,0,0,1,0,0,0
g208.t2,0,0,0,0,0,0,0,0,0,0,0
g208.t1,0,0,0,0,0,0,0,0,0,0,0
g209.t1,0,0,0,0,0,0,0,0,0,0,0
g210.t1,2,3,4,0,0,0,5,5,3,0,2
g213.t1,9,4,17,2,3,7,17,8,9,21,4
g212.t1,14,15,21,0,10,16,34,19,13,17,19
g216.t1,0,0,5,0,6,0,9,0,0,0,13
g214.t2,0,0,5,0,10,3,2,0,0,2,3
g215.t1,0,5,0,0,0,19,14,0,0,11,16
g214.t1,6,11,11,0,7,9,10,0,12,13,3
g218.t1,0,0,0,0,0,0,0,0,3,0,0
g218.t2,0,0,0,0,0,0,0,0,0,0,0
g217.t1,28,41,36,47,46,25,32,25,41,25,40
g221.t1,0,0,0,0,0,0,0,0,0,0,0
g221.t2,0,0,0,0,0,0,0,0,0,0,0
g219.t2,0,0,0,0,0,0,0,0,0,0,0
g219.t1,24,16,24,24,16,38,38,26,26,27,21
g222.t2,0,0,0,0,0,0,0,0,0,0,0
g222.t1,144,30,77,50,107,73,283,189,51,137,236
g225.t2,0,0,0,0,0,0,0,0,0,0,0
g225.t1,18,20,23,4,0,0,14,12,0,0,13
g228.t1,32,18,3,20,0,26,31,23,19,29,20
g227.t1,0,0,0,0,9,0,22,0,0,0,0
g227.t2,0,0,0,0,0,0,0,0,0,0,0
g226.t1,17,5,18,3,23,24,22,13,18,15,15
g226.t2,44,50,65,51,58,62,87,29,34,51,56
g235.t1,0,0,0,0,0,0,0,0,0,0,0
g235.t2,8,5,0,0,8,0,0,0,0,0,0
g234.t1,0,0,0,0,0,0,0,0,0,0,0
g231.t1,174,143,118,80,195,201,272,112,150,174,245
g232.t1,29,27,35,24,40,24,40,25,25,21,45
g233.t1,35,41,70,53,70,69,70,53,61,71,85
g234.t2,6,7,9,15,0,0,13,9,6,7,8
g241.t1,7,2,5,0,2,0,4,6,2,6,0
g237.t1,16,4,7,5,20,10,26,15,20,6,23
g238.t1,69,43,57,49,71,62,99,56,51,51,0
g244.t1,7,13,7,0,10,10,12,8,8,12,15
g245.t1,16,7,16,9,30,24,36,8,17,11,36
g246.t1,1,0,0,0,0,1,1,1,0,0,1
g247.t1,2,0,0,0,0,0,0,0,0,0,0
g249.t1,0,0,0,0,0,0,0,0,0,3,0
g251.t1,0,0,0,0,0,0,0,0,0,0,0
g251.t2,11,14,13,15,21,9,24,0,0,13,10
g256.t1,4,12,9,6,20,10,17,10,3,8,28
g257.t1,29,24,20,27,34,27,39,18,13,25,30
g260.t1,0,0,0,0,0,0,0,0,0,0,0
g260.t2,0,0,0,0,0,0,0,0,0,0,0
g261.t1,0,0,0,0,0,0,0,0,0,0,0
g262.t1,0,9,2,0,0,0,9,0,0,0,0
g259.t1,0,0,0,0,0,0,0,0,0,0,0
g259.t2,32,33,22,24,40,16,44,0,0,7,47
g267.t1,8,29,21,14,25,15,25,12,14,12,18
g255.t1,0,0,0,0,0,0,0,0,0,0,0
g253.t1,258,208,216,263,426,348,439,228,225,274,372
g254.t1,91,110,105,84,146,135,168,72,55,93,151
g255.t2,67,79,58,54,115,63,135,43,24,59,114
g270.t2,0,0,0,0,0,0,0,0,0,0,0
g270.t1,0,4,0,3,0,3,3,0,0,0,10
g265.t2,0,0,0,0,0,0,0,0,0,0,0
g266.t1,0,0,0,0,0,0,0,0,0,0,0
g264.t1,50,76,146,85,157,122,111,53,110,85,165
g265.t1,52,81,124,55,144,84,86,43,53,82,104
g271.t1,4,0,5,8,5,3,3,3,0,8,0
g275.t1,0,0,0,0,0,0,0,0,0,0,0
g276.t1,0,0,3,0,0,0,3,0,0,0,0
g278.t1,0,0,0,0,0,0,0,0,0,0,0
g278.t2,0,0,0,0,0,0,0,0,0,0,0
g279.t1,0,0,0,0,0,0,0,0,0,0,0
g280.t1,0,0,0,0,0,0,0,0,0,0,0
g277.t1,6,0,4,7,4,6,6,5,5,7,3
g286.t1,0,3,0,0,0,2,5,0,0,5,3
g283.t1,0,0,0,0,0,0,0,0,0,0,0
g284.t1,0,0,0,0,0,0,0,0,0,0,0
g282.t1,22,37,41,24,29,23,36,31,28,43,65
g285.t1,8,5,12,14,12,11,8,10,3,11,15
g287.t2,0,0,0,0,0,0,0,0,0,0,0
g287.t1,52,18,37,32,31,56,73,35,33,56,52
g288.t1,15,0,6,8,7,12,13,12,14,6,15
g289.t1,272,361,207,260,404,355,456,241,230,275,350
g290.t1,30,62,36,37,55,36,63,19,26,26,43
g291.t1,66,122,62,71,130,84,137,61,42,51,103
g292.t1,29,60,24,37,38,23,46,23,20,20,36
g300.t1,3,1,1,2,0,3,0,0,0,0,0
g294.t1,0,0,0,0,0,0,0,0,0,0,0
g297.t1,0,0,29,0,32,19,36,0,12,15,0
g297.t2,0,0,0,0,0,0,0,0,0,0,0
g298.t1,0,0,0,0,0,0,32,0,0,19,0
g293.t1,96,128,140,102,134,96,143,70,115,72,146
g295.t1,28,26,36,26,47,35,53,12,33,20,54
g296.t1,37,32,45,37,49,39,35,21,24,38,64
g317.t1,1,0,0,0,0,0,0,0,0,0,0
g314.t1,0,0,0,0,9,0,14,0,0,0,10
g314.t2,0,0,0,0,0,0,0,0,0,0,0
g315.t1,6,4,5,2,7,2,6,6,0,3,0
g316.t1,2,4,3,5,0,2,5,2,0,0,0
g312.t1,0,0,0,0,0,0,0,0,0,0,0
g310.t1,51,26,26,30,46,45,89,37,39,28,65
g311.t1,9,2,8,16,5,10,18,8,7,7,13
g313.t1,7,0,7,0,11,19,19,4,9,0,9
g320.t1,2,0,0,0,0,0,0,0,0,0,0
g318.t1,0,0,0,0,0,0,0,0,0,0,0
g318.t2,53,0,25,61,57,44,119,62,28,11,99
g323.t1,0,0,14,0,0,0,0,12,0,0,0
g322.t1,24,12,37,33,68,30,25,36,23,27,48
g335.t1,0,0,0,0,2,0,4,0,0,3,4
g331.t1,0,0,0,0,0,0,0,0,0,0,0
g333.t1,0,0,0,0,0,0,0,0,0,0,0
g330.t1,5,0,0,3,0,0,0,5,0,0,0
g331.t2,16,14,18,9,0,25,27,0,22,19,16
g332.t1,12,28,18,10,18,17,25,8,14,12,22
g334.t1,4,7,11,10,11,11,14,10,4,12,23
g338.t1,0,0,0,0,0,0,0,0,0,0,0
g338.t2,0,0,0,0,0,0,0,0,0,0,0
g336.t2,0,0,0,0,0,0,0,0,0,0,0
g336.t1,26,43,45,29,47,49,69,31,26,38,64
g340.t2,0,0,0,0,0,0,0,0,0,0,0
g340.t1,7,0,3,0,0,7,0,0,0,0,4
g342.t1,30,8,0,25,13,21,27,17,22,27,39
g347.t1,0,3,6,5,13,6,11,3,4,6,7
g350.t1,8,15,14,7,15,10,13,6,8,8,5
g343.t1,0,0,0,0,0,0,0,0,0,0,0
g343.t2,0,0,0,0,0,0,0,0,0,0,0
g344.t1,0,0,0,0,0,1,0,0,0,0,0
g345.t1,0,0,0,0,0,0,0,0,0,0,0
g346.t1,75,115,75,98,88,53,76,60,64,87,103
g351.t1,43,0,24,20,51,19,76,53,27,16,81
g357.t1,27,9,22,10,17,29,29,16,28,19,21
g358.t1,47,43,42,16,38,46,44,35,44,26,66
g352.t2,0,0,0,0,0,0,0,0,0,0,0
g355.t1,0,0,0,0,0,0,0,0,0,0,0
g352.t1,84,23,59,62,93,74,121,46,41,49,96
g353.t1,44,8,25,39,85,47,80,27,37,29,76
g354.t1,66,36,58,58,114,63,120,49,43,62,89
g356.t1,254,117,192,186,317,297,417,145,179,206,254
g359.t1,0,0,0,0,0,0,0,0,0,0,0
g359.t2,78,70,87,36,98,108,122,62,71,69,92
g373.t1,11,14,9,0,11,17,18,9,8,10,4
g374.t1,12,0,0,4,3,0,15,11,0,0,0
g375.t1,8,0,5,0,0,1,4,0,2,4,2
g381.t1,1,0,1,0,0,1,2,0,0,2,0
g376.t1,11,18,30,13,29,13,27,15,19,16,29
g384.t1,0,0,0,0,0,0,0,0,0,0,0
g384.t2,0,0,6,0,0,0,0,0,0,0,0
g385.t1,0,0,0,0,0,0,0,0,0,0,0
g383.t1,0,9,0,0,8,12,0,10,20,0,0
g382.t1,16,19,0,0,0,14,0,11,33,21,23
g386.t1,16,2,18,19,17,6,10,12,8,14,35
g391.t1,0,0,0,0,0,0,0,0,0,0,0
g391.t2,9,0,9,0,16,9,13,4,0,0,10
g392.t1,85,116,114,87,84,106,130,51,74,104,97
g388.t2,0,0,0,0,0,0,0,0,0,0,0
g389.t1,0,0,0,0,0,0,0,0,0,0,0
g387.t1,261,273,348,259,418,409,456,330,266,323,422
g388.t1,55,55,80,69,96,77,83,76,64,33,78
g389.t2,131,126,171,138,246,170,220,140,57,97,217
g394.t1,3,4,0,0,0,7,12,9,0,2,4
g395.t1,24,12,13,7,25,16,54,28,7,25,53
g393.t2,0,0,0,0,0,0,0,0,0,0,0
g393.t1,59,32,30,43,76,43,131,63,37,27,72
g397.t1,20,35,43,26,45,48,34,18,29,31,37
g396.t1,115,208,271,146,200,181,206,116,199,158,209
g399.t1,0,0,0,0,0,0,0,0,0,0,0
g398.t1,7,12,0,0,14,10,0,0,0,9,0
g400.t1,38,35,44,26,42,44,46,30,37,35,34
g399.t2,34,46,37,31,39,40,51,25,45,53,67
g401.t1,23,14,27,14,28,23,30,9,17,13,21
g406.t1,4,1,3,4,3,2,1,3,1,3,2
g411.t1,1,0,0,0,0,1,0,0,0,0,0
g402.t1,0,4,17,8,0,0,23,0,0,0,0
g403.t1,36,35,43,20,45,29,47,19,30,29,40
g431.t1,0,0,0,0,0,0,0,0,0,0,0
g437.t1,0,0,0,0,0,0,0,0,0,0,0
g439.t1,0,0,0,0,0,0,0,0,0,0,0
g440.t1,0,0,0,0,0,0,0,0,0,0,0
g441.t1,0,0,0,0,0,0,0,0,0,0,0
g442.t1,0,0,0,0,0,0,0,0,0,0,0
g439.t2,92,56,75,59,102,83,106,68,39,73,128
g441.t2,52,53,81,64,90,103,136,38,55,59,90
g443.t1,131,128,167,153,201,183,272,143,92,130,214
g444.t1,124,91,158,88,154,174,258,138,97,136,229
g445.t1,79,64,81,58,91,80,137,64,59,75,127
g447.t1,16,21,122,77,92,26,40,64,163,37,74
g446.t1,63,74,139,76,130,65,97,77,65,59,89
g448.t1,0,0,0,0,0,0,0,0,0,0,0
g448.t2,14,8,8,11,12,21,20,9,9,15,24
g449.t1,0,11,12,0,26,19,0,0,12,0,0
g449.t2,20,41,66,29,25,14,17,16,24,23,27
g450.t1,115,111,118,102,152,73,166,93,47,85,121
g452.t1,3,0,6,3,0,5,10,10,6,5,0
g453.t1,78,48,113,42,97,100,187,74,54,107,132
g454.t1,18,23,23,8,0,16,37,9,15,7,11
g455.t1,246,173,196,118,261,239,361,232,134,89,265
g458.t2,0,0,0,0,0,0,0,0,0,0,0
g458.t1,24,38,52,24,26,47,90,27,20,57,46
g459.t1,1,2,2,0,0,0,0,1,0,2,4
g460.t1,24,13,21,13,15,24,31,19,18,31,34
g461.t1,16,14,19,0,35,14,22,12,14,17,22
g462.t1,0,0,0,0,0,0,0,0,0,0,0
g462.t2,12,0,16,4,7,12,18,0,9,5,13
g466.t1,41,22,16,19,31,48,29,39,11,37,46
g463.t1,0,0,0,0,0,0,0,0,0,0,0
g464.t1,0,0,0,0,0,0,0,0,0,0,0
g465.t1,0,0,0,0,0,0,0,0,0,0,0
g463.t2,34,32,49,29,43,39,55,38,32,47,54
g464.t2,7,10,12,10,19,7,8,11,11,11,11
g465.t2,22,31,25,26,52,33,28,27,24,17,36
g467.t1,28,6,13,12,27,20,20,20,9,10,22
g469.t1,0,0,0,0,0,0,0,0,0,0,0
g470.t1,0,0,0,0,0,0,0,0,0,0,0
g472.t1,0,14,0,30,14,5,0,4,5,0,0
g472.t2,0,0,0,0,0,0,0,0,0,0,0
g471.t1,0,0,15,0,0,26,0,0,0,24,0
g471.t2,55,34,43,24,38,24,107,35,27,65,27
g473.t1,0,9,9,10,14,0,17,0,0,0,0
g474.t1,8,5,0,12,17,6,16,6,10,0,8
g475.t1,10,7,2,5,7,10,24,9,7,0,7
g479.t1,0,28,15,18,20,7,0,0,32,10,11
g477.t1,0,0,0,0,0,0,0,0,0,0,0
g477.t2,0,0,0,0,1,1,3,0,0,0,0
g478.t1,0,0,0,0,0,0,0,0,0,0,0
g476.t1,113,82,49,114,146,69,155,51,67,24,78
g484.t2,0,0,0,0,0,0,0,0,0,0,0
g484.t1,68,18,47,46,108,58,117,73,44,41,123
g480.t1,0,0,0,0,0,0,0,0,0,0,0
g480.t2,193,147,282,224,433,264,391,240,170,163,390
g481.t1,2,2,0,0,0,4,0,0,0,0,0
g482.t1,117,72,195,152,236,195,212,202,132,130,260
g483.t1,148,193,216,160,232,148,235,102,180,134,152
g485.t1,0,0,0,0,0,0,0,0,0,0,0
g486.t1,32,31,51,20,45,33,58,24,33,34,40
g487.t1,0,6,0,4,9,9,0,10,0,9,0
g500.t1,35,57,46,47,51,67,62,46,59,51,54
g501.t1,54,6,61,35,78,39,88,45,66,33,94
g490.t1,0,7,22,0,0,0,0,0,0,25,0
g490.t2,0,0,0,0,0,0,0,0,0,0,0
g491.t1,0,0,0,0,0,0,0,0,1,0,0
g493.t3,0,0,0,0,0,0,0,0,0,0,0
g493.t1,0,0,0,0,0,0,0,0,0,0,0
g494.t2,0,0,0,0,0,0,0,0,0,0,0
g496.t1,0,0,0,0,0,0,0,0,0,0,0
g497.t1,0,0,0,0,0,0,0,0,0,0,0
g488.t1,17,4,12,22,44,19,21,19,30,23,35
g489.t1,119,49,108,129,133,123,164,88,107,88,181
g492.t1,48,25,60,72,82,55,57,48,59,42,72
g493.t2,10,0,18,12,34,0,25,0,24,20,32
g494.t1,33,13,26,37,50,39,54,56,36,33,58
g495.t1,2,1,0,1,0,0,3,0,0,0,0
g498.t1,12,24,12,9,13,19,16,12,0,19,16
g499.t1,6,13,24,12,25,21,19,8,6,19,17
g512.t1,0,0,0,0,6,0,0,0,0,0,6
g513.t2,0,0,0,0,0,0,0,0,0,0,0
g513.t1,30,0,30,14,24,21,47,28,18,31,32
g507.t1,0,0,0,0,0,0,0,0,0,0,0
g505.t1,8,8,11,5,8,7,12,0,0,3,20
g506.t1,76,38,43,38,59,72,84,61,75,53,108
g508.t1,32,20,28,15,34,40,58,19,17,17,38
g509.t2,17,72,38,31,48,53,42,22,66,54,34
g509.t1,37,0,0,0,36,0,48,24,0,0,39
g510.t1,39,28,39,38,52,73,59,58,43,31,80
g511.t2,36,24,61,52,75,36,80,68,47,59,86
g511.t1,9,34,0,4,0,24,0,0,0,0,0
g502.t1,0,63,0,0,65,49,66,0,0,0,54
g503.t1,874,1593,1803,583,1922,1508,2019,325,2050,1856,1822
g503.t2,2993,2088,2894,3039,2556,2569,3284,2562,2570,2445,3059
g504.t1,20,22,25,0,30,21,0,0,26,0,0
g515.t1,273,205,278,178,279,227,387,171,192,230,365
g516.t1,11,9,16,22,10,11,27,15,10,14,25
g519.t1,29,31,39,25,40,37,50,37,44,25,45
g517.t1,11,7,9,5,7,7,20,2,4,11,12
g518.t1,33,61,57,53,61,51,62,46,49,64,60
g518.t2,15,0,0,3,5,0,0,0,0,0,0
g523.t1,13,4,7,8,7,10,25,8,4,0,9
g524.t1,1,0,0,0,0,1,2,0,0,0,0
g525.t1,0,0,0,0,0,3,0,0,0,0,0
g526.t1,0,0,0,0,0,0,0,0,0,0,0
g527.t1,0,0,0,0,0,0,0,0,0,0,0
g526.t2,7,11,16,12,19,12,16,6,0,6,14
g528.t1,0,0,0,0,0,0,0,0,0,0,0
g528.t2,6,15,0,0,12,8,12,5,0,0,20
g530.t1,0,1460,0,1471,0,0,0,0,0,0,0
g529.t1,79,80,101,63,90,96,125,63,70,76,119
g530.t2,1510,3,1774,4,1868,1505,1955,1152,1755,1668,2070
g536.t2,0,0,0,0,0,0,0,0,0,0,0
g536.t1,16,13,16,11,15,16,17,13,17,11,14
g533.t2,0,0,0,0,0,0,0,0,0,0,0
g533.t1,0,0,0,0,0,0,0,0,0,0,0
g534.t1,0,0,15,10,0,0,0,0,0,0,0
g532.t1,64,100,112,97,165,83,107,69,47,93,149
g535.t1,57,51,64,48,58,76,74,52,43,44,87
g538.t1,16,24,39,17,67,23,51,21,19,32,43
g539.t2,60,67,74,70,122,77,106,92,24,66,163
g539.t1,50,0,50,0,0,43,125,0,49,27,0
g540.t1,36,21,46,33,64,40,34,18,34,31,35
g540.t2,6,11,23,29,19,12,10,6,0,30,8
g545.t1,5,16,24,9,6,17,11,12,7,17,16
g546.t1,10,11,17,11,6,27,20,8,10,24,25
g547.t1,74,64,109,51,115,113,129,51,59,110,151
g550.t3,0,0,0,0,0,0,0,0,0,0,0
g550.t2,6,7,9,0,8,0,17,10,7,0,12
g550.t1,17,17,12,19,16,12,31,0,0,10,6
g554.t1,10,20,19,17,35,25,35,23,27,6,30
g548.t1,0,0,0,0,0,0,0,0,0,0,0
g549.t2,0,0,0,0,0,0,0,0,0,0,0
g548.t2,107,74,74,64,118,114,196,100,73,83,117
g549.t1,11,4,9,10,0,7,19,6,5,0,8
g541.t1,0,10,10,16,43,13,11,16,39,18,38
