transcript_id,12-14,12-2,12-7,13-10,13-13,13-9,14-11,14-12,14-8,15-3,15-6
g15711.t1,0,5,0,0,0,0,0,0,0,0,0
g15712.t1,0,0,0,0,4,0,0,0,0,0,0
g15709.t2,0,0,0,0,0,0,0,0,0,0,0
g15709.t1,17,0,14,15,20,11,36,15,36,8,62
g15710.t1,51,56,29,21,43,58,91,36,45,36,62
g15713.t1,0,0,0,0,0,0,0,0,0,0,0
g15714.t2,0,0,0,12,0,0,15,0,13,0,21
g15714.t1,8,10,7,0,12,11,0,6,0,15,0
g15715.t1,0,0,0,0,0,0,0,0,0,0,0
g15716.t1,0,0,0,0,0,0,0,0,0,0,0
g15717.t1,0,0,0,0,0,0,7,0,0,0,0
g15718.t1,0,0,0,0,0,0,0,0,0,0,0
g15719.t1,0,18,0,9,19,12,20,0,0,0,17
g15720.t1,0,0,0,0,0,0,0,0,0,0,0
g15721.t1,0,7,0,0,0,0,0,0,0,5,11
g15721.t2,0,0,0,0,0,0,0,0,0,0,0
g15722.t1,0,0,0,0,0,0,0,0,0,0,0
g15715.t2,16,27,21,22,46,45,39,15,22,21,28
g15717.t2,104,145,116,104,200,131,180,72,100,79,134
g15723.t2,0,0,2,0,0,0,1,1,0,0,0
g15723.t1,0,0,5,0,0,0,5,3,0,0,0
g15725.t1,0,0,0,0,0,0,0,0,0,0,0
g15724.t1,52,44,52,40,56,47,71,30,66,35,33
g15726.t1,1707,1858,2182,1728,2102,2072,2672,1543,2213,1988,2677
g15728.t2,0,37,0,0,0,0,0,0,0,0,0
g15727.t1,48,98,79,60,111,93,68,53,36,42,86
g15728.t3,41,56,70,81,73,69,90,54,32,42,89
g15728.t1,4,10,6,5,7,5,6,6,4,4,6
g15729.t1,422,634,492,434,630,475,572,331,290,447,586
g15739.t1,12,5,0,20,8,16,23,9,9,8,11
g15743.t1,2,6,8,4,0,4,11,0,0,0,7
g15741.t1,13,21,18,26,31,13,23,14,10,13,28
g15745.t1,0,0,0,3,2,0,0,0,0,0,0
g15746.t1,0,0,0,0,0,0,0,0,0,0,0
g15747.t2,0,0,0,0,0,0,0,0,0,0,0
g15744.t1,29,24,31,26,22,27,49,34,49,36,53
g15747.t1,4,0,0,0,6,0,5,4,7,6,0
g15734.t1,0,16,14,0,9,19,23,12,10,7,14
g15733.t1,454,627,619,511,701,460,496,326,399,411,526
g15749.t1,15,12,22,18,8,24,17,13,16,18,20
g15750.t1,63,104,78,84,124,64,100,40,64,47,93
g15752.t2,0,0,0,0,0,0,0,0,0,0,0
g15752.t1,0,8,11,0,0,7,14,0,0,0,15
g15753.t1,0,17,0,0,17,0,18,0,15,0,23
g15754.t1,114,78,78,74,75,85,184,85,76,101,106
g15755.t1,48,69,63,47,73,64,59,52,43,36,75
g15756.t2,0,0,0,0,0,0,0,0,0,0,0
g15756.t1,114,90,182,70,118,135,234,77,111,119,172
g15757.t2,0,0,0,0,0,0,0,0,0,0,0
g15757.t1,35,31,51,39,54,43,54,40,55,35,40
g15758.t1,84,83,124,110,90,92,146,72,80,69,109
g15764.t1,0,0,0,0,0,0,0,0,0,0,0
g15765.t1,8,0,22,10,17,13,24,8,12,11,17
g15766.t1,0,11,0,9,15,10,17,0,0,10,15
g15767.t1,0,0,0,0,0,0,0,0,0,0,0
g15770.t1,0,5,6,0,5,0,7,0,0,0,11
g15760.t1,0,0,0,0,0,0,0,0,0,0,0
g15760.t2,0,0,0,0,0,0,0,0,0,0,0
g15759.t1,24,26,34,25,21,14,37,14,31,34,33
g15761.t1,27,44,58,42,54,47,77,30,44,49,62
g15762.t1,40,48,74,18,54,45,74,31,44,53,51
g15763.t1,155,251,237,116,175,187,220,122,146,156,165
g15768.t1,0,0,0,0,0,0,0,0,0,0,0
g15768.t2,0,0,6,8,8,0,18,4,13,4,0
g15769.t2,0,0,0,0,0,0,0,0,0,0,0
g15769.t1,22,18,21,14,30,13,27,0,0,20,0
g15771.t2,0,0,0,0,0,0,0,0,0,0,0
g15771.t1,7,11,9,6,14,10,17,15,5,13,13
g15772.t1,9,4,6,5,0,6,19,0,10,13,11
g15775.t1,0,0,0,0,5,0,0,0,0,0,0
g15776.t1,0,0,0,0,0,0,0,0,0,0,0
g15773.t1,13,16,23,18,14,22,24,14,22,22,12
g15774.t1,31,47,76,60,53,54,99,37,55,44,69
g15776.t2,21,32,14,31,44,20,35,27,19,31,34
g15777.t1,2,8,16,10,24,13,25,11,12,12,19
g15780.t1,0,0,0,0,0,0,0,0,0,0,0
g15778.t1,24,10,14,19,34,26,26,21,21,25,36
g15779.t1,10,3,6,7,16,9,11,9,0,4,18
g15780.t2,8,4,10,0,11,0,8,6,0,4,10
g15781.t1,9,12,0,15,22,20,24,0,7,10,22
g15786.t1,11,14,10,0,19,8,10,10,5,11,17
g15783.t1,0,0,0,0,0,0,0,0,0,0,0
g15784.t1,0,0,0,0,0,0,0,0,0,0,0
g15782.t1,12,7,29,0,0,23,10,12,7,10,15
g15782.t2,2,12,11,16,39,13,23,0,5,2,9
g15784.t2,14,12,24,0,11,14,27,0,0,0,16
g15788.t1,0,0,0,0,0,0,0,0,0,0,0
g15787.t1,11,12,20,9,9,18,22,8,13,11,22
g15788.t2,210,239,274,207,277,281,340,171,230,250,346
g15789.t1,43,46,38,37,74,26,54,22,34,40,55
g15796.t1,0,0,0,0,0,0,0,0,0,0,0
g15796.t2,0,2,0,0,3,3,0,0,0,0,0
g15791.t1,0,0,0,0,0,2,0,0,0,3,0
g15793.t1,0,0,0,0,15,14,13,0,0,12,0
g15792.t1,21,17,0,0,25,31,36,25,41,24,29
g15805.t1,0,0,0,0,0,0,0,0,0,0,0
g15804.t1,5,16,19,18,22,30,34,8,36,13,30
g15807.t1,0,0,0,0,0,0,0,0,0,0,0
g15809.t1,0,2,0,0,0,0,0,0,2,0,0
g15808.t1,32,37,44,38,84,63,61,40,40,37,49
g15798.t1,0,0,0,0,0,0,0,0,0,0,0
g15799.t1,0,0,0,0,0,0,0,0,0,0,0
g15801.t1,0,0,0,0,0,0,0,0,0,0,0
g15802.t1,0,0,0,0,0,0,0,0,0,0,0
g15803.t1,0,20,15,14,19,0,26,12,7,5,14
g15797.t1,7,7,12,5,18,12,11,5,12,6,15
g15800.t1,16,0,20,12,21,16,28,0,0,17,21
g15802.t2,45,66,66,71,112,70,91,61,58,44,80
g15823.t1,0,0,0,0,0,0,0,0,0,0,0
g15825.t1,0,0,0,0,0,0,0,0,0,0,0
g15825.t2,0,0,0,0,0,0,0,0,0,0,0
g15827.t1,9,0,4,0,8,0,8,5,6,0,0
g15828.t1,0,0,0,0,0,0,0,0,0,0,0
g15828.t2,44,1908,86,10,37,128,236,24,189,505,28
g15833.t1,49,38,49,48,50,55,67,33,59,30,38
g15836.t1,0,0,0,0,0,0,3,0,0,0,0
g15837.t1,0,0,0,7,6,6,10,0,0,0,7
g15834.t1,9,9,4,0,0,0,12,0,0,5,0
g15835.t2,4,0,0,0,1,1,1,0,0,0,1
g15835.t1,12,0,0,0,7,6,8,0,0,0,4
g15838.t1,0,0,0,0,0,0,0,0,0,0,0
g15839.t1,0,0,0,0,0,0,0,0,0,0,0
g15838.t2,14,23,29,23,32,33,53,18,11,14,38
g15840.t1,24,11,19,24,31,10,35,2,19,15,23
g15811.t1,0,0,0,0,0,0,0,0,0,0,0
g15813.t1,0,0,0,3,0,0,0,0,4,0,0
g15814.t2,0,0,0,0,0,0,0,0,0,0,0
g15815.t2,0,0,0,0,0,0,0,0,0,0,0
g15818.t1,0,0,0,0,0,0,0,0,2,0,0
g15819.t1,0,0,0,0,0,0,0,0,0,0,0
g15820.t1,0,0,0,0,0,0,0,0,0,0,0
g15810.t1,5,0,4,0,4,0,4,0,0,0,6
g15812.t1,2,0,3,0,6,6,9,0,0,0,9
g15814.t1,31,16,18,8,15,11,13,18,19,18,25
g15815.t1,30,13,12,14,14,27,37,23,42,16,39
g15816.t1,238,268,122,84,157,265,515,262,336,230,324
g15817.t1,8,0,0,0,0,5,0,0,0,0,0
g15820.t2,330,327,214,210,434,275,517,267,289,320,392
g15842.t1,264,44,91,77,99,158,231,343,137,142,178
g15856.t1,2,0,0,0,2,0,2,0,0,0,4
g15852.t1,0,8,10,7,11,37,24,10,16,18,30
g15853.t1,0,0,0,0,5,0,0,0,0,0,0
g15851.t1,13,42,34,22,38,34,47,16,34,35,43
g15854.t2,0,0,0,0,0,0,0,0,0,0,0
g15854.t1,11,0,6,0,10,18,26,7,7,14,32
g15847.t1,0,0,5,0,0,0,0,0,0,2,0
g15850.t1,0,0,90,0,72,64,80,52,64,78,78
g15845.t1,49,50,55,47,32,55,71,31,58,51,35
g15846.t1,2,0,6,2,2,3,3,3,0,3,4
g15848.t1,6,0,4,0,4,6,5,4,5,9,5
g15849.t1,33,32,25,25,0,0,31,0,22,31,24
g15861.t1,0,0,0,0,0,0,0,0,0,0,17
g15858.t1,51,51,35,47,67,50,65,41,29,35,61
g15859.t1,52,44,45,46,87,49,65,46,67,53,71
g15860.t1,82,74,95,56,103,78,125,60,61,77,109
g15862.t1,0,0,0,0,0,0,0,0,0,0,0
g15862.t2,689,287,350,385,663,723,940,664,473,640,637
g15877.t1,0,0,0,0,0,0,0,0,0,0,0
g15878.t1,0,0,0,0,0,0,0,0,0,0,0
g15878.t2,0,0,0,0,0,0,0,0,0,0,0
g15879.t1,0,0,0,0,0,0,0,5,0,3,0
g15880.t1,0,0,0,0,0,0,0,0,0,0,0
g15881.t1,79,66,120,55,71,78,70,23,88,75,105
g15882.t1,30,11,23,12,42,27,41,38,15,34,22
g15883.t1,135,139,289,58,119,221,181,109,107,205,179
g15890.t1,0,19,20,0,0,0,0,0,0,0,0
g15885.t1,0,0,6,0,0,0,5,0,0,0,0
g15885.t2,58,85,96,43,92,115,88,79,97,86,124
g15891.t1,17,65,43,22,58,47,31,34,17,27,34
g15863.t1,0,0,0,0,0,0,0,0,0,0,0
g15864.t1,0,0,0,0,0,0,0,0,0,0,0
g15865.t2,0,0,0,0,0,0,0,0,0,0,0
g15866.t2,0,0,0,0,0,0,0,0,0,0,0
g15867.t1,0,0,0,0,0,0,0,0,0,0,0
g15868.t1,0,0,0,0,0,0,0,0,0,0,0
g15869.t2,0,0,0,0,0,0,0,0,0,0,0
g15871.t1,0,0,0,0,0,0,0,0,0,0,0
g15872.t1,0,0,0,0,0,0,0,0,0,0,0
g15865.t1,462,112,221,194,392,335,480,208,193,327,355
g15866.t1,197,57,128,130,256,180,360,91,95,200,237
g15869.t1,32,0,16,18,22,0,0,0,11,22,39
g15870.t1,22,4,11,10,22,22,41,0,10,16,24
g15893.t1,0,0,0,0,0,0,0,0,0,0,0
g15894.t2,0,0,0,0,0,0,0,0,0,0,0
g15892.t1,4,25,15,22,9,14,20,5,14,9,14
g15894.t1,10,20,12,12,28,8,21,0,0,14,8
g15895.t1,506,646,742,555,601,540,587,315,581,489,574
g15901.t1,0,0,0,0,0,0,0,0,0,0,0
g15902.t1,0,0,0,0,0,0,0,0,0,0,0
g15900.t1,3,0,0,0,2,0,2,0,0,0,2
g15897.t2,0,0,0,0,0,0,0,0,0,0,0
g15896.t1,80,94,91,67,87,56,99,60,89,87,93
g15897.t1,105,100,120,98,149,97,132,79,108,92,157
g15912.t1,59,40,43,35,88,31,73,46,33,36,90
g15906.t2,0,60,90,48,86,53,88,51,65,57,82
g15906.t1,56,1,1,1,1,1,1,1,1,1,1
g15907.t1,15,21,20,14,26,20,26,24,6,23,12
g15908.t1,217,192,281,128,250,228,407,235,157,218,350
g15909.t1,32,23,36,21,29,23,40,26,26,18,44
g15910.t1,24,35,23,24,44,27,36,25,25,27,32
g15910.t2,19,14,8,24,14,18,11,17,18,24,18
g15911.t1,94,59,92,69,78,111,141,64,109,67,106
g15918.t1,3,0,3,2,3,2,9,2,2,2,3
g15914.t1,0,0,0,0,0,0,0,0,0,0,0
g15917.t1,0,0,0,0,0,0,0,0,0,0,0
g15913.t1,18,8,10,0,22,14,18,13,19,0,29
g15915.t2,114,49,89,100,162,110,155,107,71,83,182
g15915.t1,20,10,0,0,2,15,14,0,0,0,16
g15916.t1,52,46,64,42,75,60,83,50,22,46,85
g15917.t2,34,29,38,25,31,47,56,36,37,45,42
g15919.t1,49,219,26,123,116,98,141,38,43,54,63
g15924.t1,15,9,12,27,57,25,51,21,21,16,27
g15923.t1,0,0,0,0,0,0,0,0,0,0,0
g15923.t2,19,40,0,36,11,15,31,0,21,0,16
g15920.t1,28,228,11,163,74,63,106,29,26,41,50
g15921.t1,24,258,30,143,112,66,86,0,23,37,67
g15930.t1,47,43,37,27,50,54,59,40,39,41,94
g15931.t1,14,3,0,0,4,5,9,9,4,0,8
g15933.t1,0,0,0,0,0,0,0,0,0,0,0
g15933.t2,5,0,6,0,0,7,17,7,0,0,17
g15932.t1,15,0,0,0,0,0,0,0,0,0,0
g15927.t1,0,0,0,0,0,0,0,0,0,0,0
g15926.t1,109,112,78,48,112,115,158,66,84,116,144
g15927.t2,37,59,38,23,31,29,61,16,18,28,28
g15928.t1,34,26,16,13,21,21,28,13,24,31,40
g15935.t1,0,0,0,0,0,0,4,0,0,0,0
g15934.t1,37,9,29,18,23,44,56,17,21,35,30
g15938.t1,0,0,0,0,0,0,0,0,0,0,0
g15938.t2,0,0,0,0,0,0,0,0,0,0,0
g15938.t3,75,54,58,27,57,75,110,37,57,45,51
g15940.t1,85,91,91,74,70,79,103,43,48,78,94
g15941.t1,41,49,66,32,63,47,55,17,35,42,58
g15942.t1,83,73,109,81,125,90,149,85,117,95,141
g15949.t1,20,0,0,0,0,0,14,0,0,0,14
g15950.t1,3,0,9,0,9,12,8,0,7,6,9
g15944.t1,0,1,0,0,0,0,0,0,0,0,0
g15945.t2,0,0,0,0,0,0,0,0,0,0,0
g15943.t1,24,23,23,19,27,24,31,20,13,23,25
g15945.t1,87,112,85,51,75,75,119,64,60,70,94
g15947.t2,0,0,0,0,0,0,0,0,0,0,0
g15948.t1,0,0,0,0,0,0,17,0,0,0,0
g15948.t2,0,0,0,0,0,0,0,0,0,0,0
g15946.t1,0,0,0,0,0,0,0,0,0,0,0
g15947.t1,42,0,0,0,9,0,43,6,0,16,37
g15952.t1,0,0,9,0,0,0,10,0,0,0,0
g15953.t1,0,9,0,0,24,19,33,0,22,0,14
g15953.t2,0,0,8,13,0,0,0,15,0,8,0
g15951.t1,6,0,17,0,22,11,19,8,0,0,24
g15957.t1,8,0,0,4,0,0,0,4,0,0,0
g15956.t1,0,0,8,0,17,9,0,11,0,5,0
g15954.t1,20,20,22,29,36,37,40,26,21,19,36
g15955.t1,58,35,57,29,69,56,69,45,50,47,90
g15956.t2,14,0,0,9,0,0,15,0,8,0,27
g15958.t1,0,0,0,0,0,0,0,0,0,0,0
g15958.t2,58,0,14,45,144,39,97,95,31,24,148
g15968.t1,0,0,0,8,0,0,14,0,0,0,6
g15960.t1,0,0,0,0,0,0,0,0,0,0,0
g15960.t2,0,0,0,0,0,0,2,0,0,0,0
g15963.t1,0,0,0,0,0,0,0,0,0,0,0
g15963.t2,0,0,0,0,0,0,0,0,0,0,0
g15964.t2,0,0,0,0,0,0,0,0,0,0,0
g15967.t1,0,0,0,0,0,5,0,0,0,0,0
g15961.t1,64,20,50,19,52,61,97,48,40,39,53
g15962.t1,8,0,0,0,9,0,9,6,0,0,9
g15964.t1,30,15,33,9,19,42,53,21,17,29,38
g15965.t1,114,71,139,30,80,170,233,101,85,123,167
g15966.t1,8,0,5,0,3,6,20,4,6,8,7
g15970.t1,0,0,0,0,0,0,0,0,0,0,0
g15970.t3,0,0,0,0,0,0,0,0,0,0,0
g15969.t1,6,0,0,0,0,2,5,0,0,9,0
g15970.t2,64,91,114,61,125,98,148,75,100,86,113
g15979.t1,0,0,0,0,0,0,0,0,0,0,0
g15985.t1,1,0,0,0,0,0,0,0,0,0,0
g15988.t1,0,0,0,0,0,0,0,0,0,0,0
g15990.t1,3,3,16,0,4,1,7,4,1,9,9
g15972.t1,0,0,0,0,0,0,0,0,0,0,0
g15973.t1,0,0,0,0,0,0,0,0,0,0,0
g15974.t2,0,0,0,0,0,0,0,0,0,0,0
g15973.t2,112,110,114,88,136,126,186,81,82,121,144
g15974.t1,22,21,24,22,22,26,18,12,18,13,37
g15975.t1,9,0,0,19,17,0,27,10,0,8,6
g15976.t1,5,18,10,16,4,0,19,11,6,10,12
g15992.t1,0,0,0,0,0,0,0,0,0,0,0
g15992.t2,0,0,0,0,0,0,2,0,0,0,2
g15993.t1,0,0,0,0,0,0,0,0,0,0,0
g15991.t1,62,114,91,70,94,85,140,58,67,53,88
g15993.t2,9,5,7,7,12,15,21,5,5,12,6
g15994.t1,30,28,21,22,44,20,25,16,8,23,25
g15995.t1,10,15,15,4,13,18,17,2,8,18,15
g15997.t1,3,3,4,0,0,10,12,7,6,3,0
g15996.t1,28,34,40,11,39,25,29,31,30,37,31
g16001.t1,0,0,0,0,0,0,0,0,0,0,0
g16001.t2,0,0,0,0,0,0,0,0,0,0,0
g16000.t1,8,0,0,0,8,9,0,0,0,0,6
g16002.t1,0,0,0,0,0,0,0,0,0,0,0
g16002.t2,0,0,0,0,0,0,0,0,0,0,0
g16003.t1,3,0,0,0,3,0,0,3,0,0,0
g16007.t2,0,0,0,0,0,0,0,0,0,0,0
g16007.t1,0,0,0,0,4,0,8,0,0,0,0
g16008.t1,0,0,0,0,0,0,0,0,0,0,0
g16018.t1,0,0,0,0,0,0,9,4,0,0,0
g16023.t1,52,38,53,47,85,79,112,74,61,61,90
g16024.t1,19,7,8,8,7,7,21,5,9,0,9
g16026.t1,9,13,32,12,17,17,12,10,16,0,22
g16027.t1,35,87,48,27,62,37,45,23,28,31,62
g16028.t1,22,24,39,23,41,50,42,19,29,37,67
g16029.t1,11,14,13,2,25,10,40,11,13,17,13
g16032.t1,73,49,82,28,61,86,142,104,53,97,106
g16036.t1,0,0,0,0,0,0,0,0,0,0,0
g16033.t1,170,135,139,124,189,178,257,122,151,143,236
g16034.t1,95,83,98,61,154,75,152,79,72,62,107
g16040.t1,30,10,12,28,20,18,38,22,14,23,20
g16037.t1,0,0,0,0,0,0,0,0,0,0,0
g16037.t2,109,113,167,85,165,137,243,103,111,126,158
g16038.t1,30,31,37,12,17,59,51,26,20,32,38
g16041.t1,49,50,61,47,55,49,91,52,42,45,62
g16042.t1,9,12,13,10,21,17,17,0,8,13,25
g16043.t1,125,152,150,121,151,152,168,108,101,159,174
g16050.t1,8,12,15,6,8,8,14,0,0,0,12
g16045.t1,0,0,0,0,0,0,0,0,0,0,0
g16046.t1,0,0,0,0,0,0,0,0,0,0,0
g16044.t1,85,35,75,57,102,92,137,72,71,92,104
g16047.t1,5,0,0,0,0,0,0,0,0,0,0
g16048.t1,160,89,135,106,274,188,250,118,82,121,235
g16051.t1,0,0,0,0,0,0,0,0,0,0,0
g16051.t2,0,0,0,0,0,0,0,0,0,0,0
g16052.t1,0,0,0,0,0,0,0,0,0,0,0
g16054.t1,0,0,0,0,0,0,0,0,0,1,0
g16053.t1,26,27,20,22,22,47,45,19,22,22,36
g16055.t1,25,40,18,14,37,38,38,32,19,24,60
g16058.t1,0,0,0,0,0,0,0,0,0,0,0
g16059.t1,26,0,12,9,31,18,22,7,13,15,21
g16056.t1,5,0,0,0,0,0,0,0,0,0,0
g16057.t1,177,58,157,332,550,242,319,399,260,131,305
g16060.t2,0,0,0,0,0,0,0,0,0,0,0
g16060.t1,2,0,0,0,0,0,0,0,0,0,0
g16061.t1,34,7,16,31,27,31,43,19,16,32,78
g16063.t1,0,4,9,0,5,3,0,0,3,3,8
g16063.t3,0,0,0,5,0,0,0,0,0,0,0
g16062.t1,15,5,21,5,8,17,16,13,14,16,16
g16063.t2,74,48,43,43,63,76,55,38,34,27,86
g16066.t1,44,41,39,35,51,51,87,52,32,36,66
g16067.t1,134,83,95,96,134,143,209,85,56,84,190
g16069.t1,0,281,0,0,362,229,482,0,210,0,0
g16069.t2,334,46,258,258,63,114,31,239,51,267,360
g16073.t1,0,1,0,0,0,0,0,0,0,0,0
g16070.t1,98,122,94,78,137,86,155,73,51,67,109
g16071.t1,36,57,47,36,66,35,65,35,26,29,68
g16072.t1,7,13,14,9,6,5,5,7,4,0,0
g16074.t1,0,0,0,0,0,0,0,0,0,0,0
g16074.t2,100,143,114,89,192,113,193,75,60,92,145
g16078.t1,0,9,0,5,13,0,11,8,0,4,7
g16075.t1,0,0,0,0,0,0,0,0,0,0,0
g16076.t1,0,0,0,0,0,0,0,0,0,0,0
g16075.t2,19,40,40,32,54,34,44,28,20,29,47
g16077.t1,27,34,41,28,59,44,48,29,12,27,36
g16080.t1,0,0,0,0,0,0,0,0,0,0,0
g16079.t1,31,50,35,8,30,38,50,28,24,33,39
g16081.t1,11,14,17,9,11,12,11,4,7,6,15
g16082.t1,266,385,422,234,419,322,368,215,261,387,450
g16085.t1,4,15,18,15,23,25,26,20,15,15,42
g16083.t1,31,67,77,39,24,43,33,58,33,44,66
g16083.t2,7,17,22,10,23,41,25,17,5,21,0
g16084.t1,69,54,68,44,74,76,55,26,51,46,79
g16086.t1,76,131,157,70,98,69,88,48,84,111,62
g16087.t1,47,31,29,30,65,45,82,35,34,43,69
g16089.t1,26,38,19,13,26,38,48,22,18,14,31
g16091.t1,6,6,11,6,13,9,15,7,12,0,5
g16092.t1,1,9,28,21,49,17,17,14,22,19,14
g16090.t1,0,0,0,0,0,0,0,0,0,0,0
g16090.t3,20,18,30,13,18,28,60,31,16,49,52
g16090.t2,1,0,1,0,0,0,0,0,0,1,1
g16093.t1,2,0,0,2,0,0,3,0,0,0,0
g16107.t1,0,0,0,0,0,0,0,0,0,0,0
g16107.t2,0,0,0,0,0,0,0,0,0,0,0
g16106.t1,6,0,4,5,5,5,6,0,0,0,0
g16109.t1,63,30,66,28,75,67,93,68,56,68,105
g16110.t1,24,41,36,21,41,43,45,24,40,27,54
g16111.t1,0,0,0,0,0,0,0,0,0,0,0
g16113.t1,0,0,0,0,0,0,0,0,0,0,0
g16118.t1,0,0,0,0,0,4,4,0,0,0,0
g16119.t1,22,12,24,20,7,21,31,25,20,16,23
g16117.t1,94,86,122,71,116,101,132,81,85,81,157
g16120.t1,0,0,0,0,0,0,0,0,0,0,0
g16120.t2,0,0,54,37,0,0,0,0,0,0,0
g16121.t1,35,56,112,34,72,46,89,38,18,55,45
g16123.t1,0,0,0,0,0,0,0,0,0,0,0
g16124.t1,0,0,0,0,0,0,0,0,0,0,0
g16122.t1,63,69,80,37,84,49,124,62,33,71,120
g16124.t2,45,36,51,12,53,22,48,25,18,32,87
g16127.t1,0,0,0,0,0,0,0,0,0,0,0
g16129.t1,7,3,0,0,0,5,8,5,3,5,0
g16125.t1,38,20,30,22,46,77,79,30,42,58,68
g16126.t1,11,8,0,0,6,10,22,18,0,7,0
g16134.t1,0,0,0,0,0,3,12,0,0,0,0
g16132.t1,0,0,0,0,0,0,0,0,0,0,0
g16132.t2,73,80,78,67,79,110,108,59,95,74,100
g16133.t1,0,0,10,0,0,0,0,0,0,0,0
g16141.t1,0,0,0,0,0,0,0,0,0,0,0
g16141.t2,3,0,0,0,0,0,0,0,0,0,0
g16138.t1,0,0,1,0,0,0,0,0,0,0,0
g16139.t1,0,0,0,0,0,0,0,0,0,0,0
g16137.t1,24,12,47,22,65,79,46,64,32,112,78
g16140.t2,35,20,65,20,22,50,65,13,23,47,51
g16140.t1,4,16,6,10,6,0,14,32,12,0,5
g16142.t1,0,0,0,0,0,0,0,0,0,0,0
g16142.t2,0,0,0,0,0,0,0,0,0,0,0
g16147.t1,35,21,29,33,31,12,64,10,20,23,14
g16162.t1,1,0,0,0,0,0,0,0,0,0,0
g16164.t1,0,0,2,0,0,0,0,0,0,0,0
g16165.t1,0,0,0,0,0,0,0,0,0,0,0
g16165.t2,0,0,0,0,0,0,0,0,0,0,0
g16166.t1,24,14,31,22,38,43,40,15,42,22,34
g16167.t1,11,6,8,7,0,10,18,11,14,13,6
g16175.t1,0,0,0,0,0,0,0,0,0,0,0
g16175.t2,0,0,4,0,5,0,5,0,0,0,5
g16176.t1,0,0,0,0,0,0,0,0,0,0,4
g16149.t1,0,0,0,0,0,0,0,0,0,0,0
g16150.t2,0,10,18,4,23,15,0,0,0,0,24
g16150.t1,0,0,0,0,0,0,0,0,0,0,0
g16151.t2,0,0,0,0,0,0,0,0,0,0,0
g16153.t1,0,0,0,0,0,0,0,0,0,0,0
g16154.t1,0,0,0,0,0,0,0,0,0,0,0
g16155.t1,0,0,0,0,0,0,0,0,0,0,0
g16155.t2,0,0,0,0,0,0,0,0,0,0,0
g16156.t1,0,0,0,6,0,0,0,0,0,0,0
g16156.t2,0,0,0,0,0,0,0,0,0,0,0
g16148.t1,8,0,5,9,14,9,7,0,0,0,12
g16149.t2,16,14,11,17,28,12,18,6,0,10,33
g16151.t1,38,33,31,15,35,21,31,29,21,30,38
g16152.t1,20,12,15,34,22,19,20,19,16,23,26
g16179.t1,0,0,0,0,0,0,0,0,0,0,5
g16179.t2,0,0,0,0,0,0,0,0,0,0,0
g16183.t1,0,0,0,0,0,0,0,0,0,0,11
g16185.t1,6,3,8,0,8,8,5,0,3,0,15
g16190.t1,4,4,8,2,5,3,8,2,10,3,6
g16191.t1,0,4,0,0,0,0,0,0,0,0,0
g16197.t1,0,0,0,0,0,0,0,0,0,0,0
g16193.t1,0,0,9,0,9,0,0,0,0,0,0
g16192.t1,35,20,15,0,0,16,34,29,14,35,13
g16196.t1,5,0,0,0,0,4,0,0,0,0,3
g16195.t1,28,16,14,18,21,33,50,39,24,14,28
g16200.t2,0,0,0,0,0,0,0,0,0,0,0
g16200.t1,4,0,0,0,0,0,0,0,0,0,0
g16209.t1,0,3,0,5,3,0,0,0,0,0,2
g16210.t1,1,0,0,0,0,0,0,0,0,0,0
g16205.t1,8,0,0,0,0,6,3,0,0,0,0
g16213.t2,0,0,0,0,0,0,0,0,0,0,0
g16213.t1,14,22,23,7,18,22,34,10,11,18,42
g16214.t1,27,38,23,62,40,30,26,14,29,34,25
g16217.t1,0,0,0,0,0,0,0,0,0,0,0
g16217.t2,0,0,0,0,0,0,0,0,0,0,0
g16218.t1,0,0,0,0,0,0,0,0,0,0,0
g16216.t1,14,22,23,20,23,23,27,25,13,21,25
g16219.t1,15,8,13,10,29,19,24,14,16,20,19
g16220.t1,22,10,7,13,29,44,60,22,12,10,43
g16221.t1,2,0,0,0,0,0,0,0,0,0,0
g16222.t1,67,67,48,55,85,91,104,50,62,65,85
g16224.t1,0,0,0,0,0,0,0,0,0,0,0
g16224.t2,0,0,0,0,0,0,0,0,0,0,0
g16223.t1,158,165,161,174,234,189,204,91,138,190,227
g16225.t1,1,0,0,0,0,0,0,0,0,0,0
g16226.t1,30,28,0,30,37,0,34,0,27,0,0
g16229.t2,0,0,0,0,0,0,0,0,0,0,0
g16230.t1,0,0,0,0,0,0,0,0,0,0,0
g16227.t1,54,66,66,66,93,87,109,50,85,88,102
g16228.t1,104,68,140,71,130,134,148,127,98,86,163
g16229.t1,4,4,9,0,4,6,15,3,6,4,9
g16230.t2,26,49,82,40,42,36,60,32,17,33,44
g16232.t1,0,0,0,20,0,0,0,0,0,0,0
g16233.t1,58,27,71,29,42,73,109,29,33,41,59
g16234.t1,13,0,0,3,5,12,21,20,5,5,15
g16236.t1,47,11,35,28,84,39,86,39,21,29,68
g16231.t2,0,0,5,0,0,0,0,0,0,0,0
g16231.t1,1457,1172,1611,1338,1991,1658,2166,1211,1332,1304,2227
g16239.t1,0,0,0,0,0,0,0,0,0,0,2
g16237.t1,11,0,12,3,12,13,17,6,12,7,19
g16238.t1,9,0,0,9,14,10,29,30,11,8,0
g16241.t1,0,0,5,0,18,16,17,10,13,9,0
g16243.t1,0,0,0,0,0,5,4,6,0,0,0
