gene_id,12-14,12-2,12-7,13-10,13-13,13-9,14-11,14-12,14-8,15-3,15-6
g8880,5,13,0,13,0,11,13,0,5,0,12
g8884,3,3,6,0,4,0,0,0,0,0,0
g8881,0,10,15,7,7,0,0,0,8,8,0
g8882,0,0,0,0,0,0,0,0,0,0,0
g8877,38,40,33,35,46,55,46,19,24,34,47
g8875,8,10,0,0,11,13,16,0,4,12,12
g8876,33,16,13,13,35,9,26,14,19,44,24
g8878,9,0,4,4,5,6,9,0,0,6,11
g8879,4,9,5,0,0,0,12,0,0,0,9
g8886,0,0,0,0,0,0,0,0,0,0,0
g8885,11,26,19,24,39,23,15,6,10,3,17
g8887,18,42,28,21,35,25,27,17,22,13,31
g8888,22,23,47,32,37,24,25,11,12,13,41
g8889,32,12,28,20,40,24,32,16,26,6,34
g8892,0,0,9,14,0,0,12,0,0,8,12
g8893,60,69,61,96,128,100,130,83,79,62,114
g8894,34,38,31,47,38,37,24,6,26,19,47
g8896,12,11,19,8,7,13,32,16,10,20,10
g8895,108,203,243,132,127,128,150,78,121,116,142
g8899,4,0,5,0,4,6,5,4,0,16,4
g8897,68,55,74,47,86,48,88,44,69,68,77
g8898,35,33,42,21,24,45,37,34,29,26,59
g8900,0,0,0,0,0,0,0,0,0,0,0
g8901,55,120,94,38,63,56,96,54,67,81,78
g8910,0,0,0,0,0,0,0,0,0,0,0
g8911,0,0,0,0,0,0,0,0,0,0,0
g8912,0,0,0,0,0,0,0,0,0,0,0
g8913,3,0,0,3,0,0,0,0,0,0,0
g8915,0,0,0,0,0,0,0,0,0,0,0
g8916,0,0,0,0,0,0,0,0,0,0,0
g8919,27,30,34,12,33,48,23,24,17,21,20
g8917,23,19,60,23,52,36,28,17,33,15,37
g8918,2,3,4,0,0,0,3,0,0,0,0
g8902,3,7,6,4,6,5,10,4,8,8,0
g8903,455,587,634,509,752,549,741,437,422,373,789
g8920,0,0,0,0,0,0,0,0,0,0,0
g8921,0,0,0,0,0,0,0,0,0,0,0
g8925,7,0,18,0,0,13,9,0,0,5,0
g8928,32,31,40,23,14,19,47,20,30,32,41
g8926,78,260,127,65,139,107,167,66,73,108,118
g8927,143,305,174,114,178,194,265,94,104,239,207
g8929,17,6,16,12,24,26,30,12,18,29,33
g8930,13,0,8,14,22,9,12,0,7,0,10
g8931,12,0,11,8,11,13,7,12,9,7,22
g8938,0,0,0,0,0,0,0,0,0,0,0
g8939,0,0,0,0,0,3,0,0,0,0,0
g8940,0,0,0,0,0,0,0,0,0,0,0
g8937,66,22,127,47,40,85,98,53,53,65,121
g8934,0,0,0,0,0,0,0,0,0,0,0
g8935,0,0,0,0,0,0,4,0,0,0,0
g8936,50,12,17,23,23,34,71,48,17,28,35
g8932,54,39,78,51,75,50,60,55,58,36,53
g8933,110,90,193,107,188,146,135,89,148,97,141
g8941,15,0,29,5,4,13,16,10,21,10,31
g8951,10,11,10,11,12,9,25,28,7,11,9
g8954,13,6,20,18,13,11,15,16,6,7,18
g8943,0,1,0,0,0,0,0,0,0,0,0
g8944,0,0,0,0,0,0,0,0,0,0,0
g8945,0,0,0,0,0,0,0,0,2,0,0
g8947,0,0,0,0,0,0,0,0,0,0,0
g8948,0,0,0,0,0,0,0,0,1,0,0
g8949,0,0,0,0,0,0,2,0,0,0,0
g8950,11,14,24,10,13,8,27,17,11,7,32
g8942,16,6,49,9,14,24,36,23,33,23,30
g8946,14,0,6,3,8,14,14,16,9,11,22
g8961,0,0,0,0,0,0,0,0,0,0,0
g8958,0,0,0,0,0,0,0,0,0,0,0
g8959,8,4,23,7,17,19,9,12,21,24,15
g8963,0,0,0,0,0,0,0,0,0,0,0
g8964,0,0,0,0,0,0,0,0,0,0,0
g8966,129,29,11,62,78,49,223,77,54,34,38
g8971,0,0,9,0,10,6,9,9,0,0,0
g8972,32,22,35,27,47,68,71,41,50,63,59
g8973,6,1,12,0,9,13,5,6,6,5,6
g8974,2,0,0,0,0,0,3,0,0,0,0
g8968,0,0,0,0,0,0,0,0,0,0,0
g8970,132,46,58,56,124,72,162,124,50,51,96
g8967,90,36,36,35,65,61,111,26,40,45,71
g8969,7,0,0,0,0,0,0,0,0,0,0
g8979,0,0,0,0,0,13,0,0,0,11,0
g8978,14,20,19,9,26,6,34,15,18,0,18
g8980,44,44,42,18,47,40,58,22,30,24,28
g8983,2,0,2,0,2,0,0,1,2,0,0
g8981,18,14,19,10,18,20,21,3,10,13,14
g8986,34,24,35,21,33,60,81,56,25,26,60
g8975,134,169,185,141,208,166,210,115,124,121,217
g8976,203,239,281,202,309,243,395,145,151,205,262
g8977,117,169,95,71,144,121,162,86,56,67,124
g8993,17,18,29,10,33,27,36,0,11,10,15
g8999,0,0,0,0,0,0,0,0,0,0,0
g9000,0,0,0,0,0,0,0,0,0,0,0
g9001,0,0,0,0,0,0,0,0,0,0,0
g8998,0,0,0,0,0,0,0,0,0,0,0
g8997,14,7,17,7,19,10,23,17,10,6,12
g8994,44,21,33,36,39,41,51,29,42,47,31
g8995,0,0,0,0,0,0,0,0,0,0,0
g8996,20,17,20,11,22,32,29,21,14,12,28
g8989,137,101,130,67,140,109,186,68,85,119,142
g8991,0,3,0,0,0,0,0,0,0,0,3
g8988,229,187,188,186,263,203,351,137,178,202,306
g8990,55,0,69,0,56,44,80,0,0,0,61
g8992,288,231,314,285,362,254,425,196,183,249,391
g9002,29,43,34,31,30,37,44,31,56,25,43
g9003,20,23,22,26,24,34,36,20,30,23,39
g9004,0,0,0,0,16,10,0,0,0,0,11
g9005,0,0,0,0,0,0,0,0,0,0,0
g9006,0,0,0,0,0,0,1,0,0,0,0
g9012,2,0,0,0,0,2,2,0,0,2,0
g9011,12,5,5,9,11,5,7,10,4,5,8
g9010,7,0,0,13,22,13,8,17,0,6,17
g9014,0,0,1,0,0,0,0,0,0,0,0
g9015,0,0,0,0,0,2,0,0,0,0,0
g9016,51,65,116,71,93,70,101,63,32,50,76
g9017,47,56,98,76,102,90,147,68,57,47,94
g9018,23,20,25,14,36,27,50,15,18,21,14
g9019,31,21,41,34,51,35,48,31,39,46,47
g9013,41,83,73,58,86,64,73,32,41,51,80
g9024,0,0,0,56,0,0,0,0,0,0,81
g9025,0,0,0,0,0,0,0,0,0,0,0
g9026,108,141,114,91,139,78,131,53,70,71,129
g9027,12,24,25,12,23,11,18,0,13,10,22
g9038,5,21,10,12,17,9,21,14,8,14,22
g9040,0,0,0,0,0,0,0,0,0,0,0
g9039,5,24,17,19,33,11,19,16,12,16,41
g9029,0,0,0,0,0,0,0,0,0,0,0
g9031,0,0,0,0,0,0,0,0,0,0,0
g9032,42,28,33,45,61,41,41,22,25,21,45
g9033,68,26,39,55,100,50,89,46,51,33,44
g9030,19,26,44,30,80,18,45,23,23,21,33
g9034,37,23,36,22,29,19,16,14,16,23,20
g9041,0,0,0,0,0,0,0,0,0,0,0
g9044,2,4,7,1,5,9,3,2,0,4,5
g9045,22,34,30,37,23,37,27,18,25,26,32
g9042,63,60,74,47,126,87,170,73,36,57,121
g9043,64,26,56,57,117,94,72,61,64,66,70
g9046,45,79,66,31,54,48,112,64,39,57,38
g9051,1,0,0,0,0,0,0,0,0,0,0
g9048,12,11,20,13,16,14,18,12,10,18,11
g9049,14,16,14,9,24,32,43,10,17,12,28
g9052,207,235,144,267,463,207,346,121,233,144,213
g9053,27,54,47,18,46,24,56,23,32,28,47
g9054,0,0,0,0,0,0,0,0,0,0,0
g9060,7,8,14,4,6,7,13,11,6,17,15
g9058,14,18,20,15,27,16,25,18,9,15,23
g9061,17,0,0,5,0,27,28,0,12,0,23
g9066,0,0,5,0,2,0,0,0,0,0,0
g9065,13,8,18,20,17,21,26,23,9,22,32
g9056,0,0,0,0,0,0,0,0,0,0,0
g9055,72,82,0,0,111,0,122,79,93,0,0
g9057,243,279,228,254,313,246,304,182,258,249,269
g9062,0,0,0,0,6,0,5,0,4,0,0
g9063,0,0,7,0,5,0,0,0,0,0,4
g9070,0,0,0,0,0,0,0,0,0,0,0
g9075,13,9,12,19,17,26,16,13,7,14,22
g9079,0,0,0,0,0,0,0,0,0,0,0
g9080,0,0,0,0,0,0,0,0,0,0,0
g9081,0,0,0,0,0,0,0,0,0,0,0
g9082,0,0,0,0,0,0,0,0,0,0,0
g9083,4,0,6,0,6,10,7,5,4,5,6
g9084,11,20,16,15,9,4,21,0,0,7,13
g9085,0,0,0,1,0,0,0,0,0,0,1
g9086,5,15,9,6,10,6,23,13,3,14,6
g9087,0,3,6,5,3,4,8,0,0,6,6
g9088,4,0,0,3,0,0,13,0,0,2,4
g9101,6,6,6,3,5,13,19,8,13,6,19
g9105,5,6,5,4,6,13,9,8,0,6,6
g9107,0,0,0,0,0,0,0,0,0,0,0
g9110,19,26,32,19,35,35,41,34,12,25,31
g9089,0,0,0,0,0,0,0,0,0,0,0
g9091,0,0,0,1,0,0,2,0,0,0,0
g9092,0,0,0,0,0,0,0,0,0,0,0
g9093,0,0,0,0,0,0,0,0,0,0,0
g9094,98,100,118,73,153,142,146,70,55,104,135
g9096,181,119,212,167,260,288,233,175,133,223,218
g9097,0,0,1,0,0,0,0,0,2,0,0
g9090,18,18,25,37,28,37,43,36,13,19,35
g9095,2,0,0,2,2,2,3,0,1,0,1
g9122,1,0,0,0,0,2,5,0,0,2,1
g9118,0,0,0,0,0,0,0,0,0,0,0
g9119,0,0,8,9,16,13,19,14,8,0,15
g9123,0,0,0,0,0,0,5,9,0,3,0
g9124,0,22,0,0,0,0,0,0,0,16,0
g9125,0,22,7,3,9,0,11,0,5,0,0
g9126,0,6,0,0,0,0,0,0,0,0,0
g9114,0,0,0,0,0,0,0,0,0,0,0
g9116,5,0,8,0,7,11,0,8,0,0,10
g9113,35,66,49,37,46,45,42,13,26,35,66
g9115,14,93,62,67,67,51,26,18,26,45,54
g9132,1,0,1,0,4,3,0,0,0,2,1
g9130,0,0,0,0,0,0,0,0,0,0,0
g9131,32,22,63,14,34,39,55,24,30,38,56
g9127,356,452,988,409,365,453,781,301,502,547,466
g9133,54,30,56,29,57,39,102,40,32,61,85
g9136,15,8,9,17,23,15,18,12,15,14,17
g9137,0,0,0,0,0,0,0,0,0,0,0
g9139,17,18,15,8,17,18,33,21,15,16,23
g9138,87,46,57,66,87,89,139,64,59,76,122
g9140,0,0,0,0,0,0,4,0,0,2,2
g9141,38,15,30,35,33,34,81,28,23,32,51
g9145,0,0,0,0,0,0,0,0,0,0,0
g9146,10,10,27,10,12,11,16,0,12,0,16
g9144,36,18,36,21,33,31,38,15,22,24,32
g9142,13,17,14,12,23,20,17,14,11,18,29
g9143,18,12,23,13,26,21,27,18,14,21,28
g9147,21,13,21,9,17,13,28,0,8,10,20
g9149,0,6,2,0,0,0,4,4,5,3,5
g9148,66,67,55,11,57,45,62,30,36,88,75
g9150,21,21,30,13,18,15,31,13,7,10,20
g9153,6,14,4,0,7,4,7,6,3,6,3
g9155,3,0,0,0,0,0,0,0,0,0,0
g9158,3,0,3,0,0,0,0,0,0,0,0
g9161,0,0,3,0,2,0,0,0,0,3,0
g9159,0,0,0,0,0,2,5,0,0,5,2
g9160,1,5,7,0,3,5,10,0,10,0,6
g9162,0,0,0,0,4,0,0,0,0,0,0
g9165,0,0,0,0,0,0,0,0,0,0,0
g9163,14,7,17,13,6,13,21,12,7,13,4
g9168,0,0,0,0,0,0,7,0,0,0,0
g9167,8,7,14,12,7,6,16,8,6,8,9
g9169,2,0,0,2,0,0,3,0,2,4,0
g9170,17,7,9,4,4,12,23,10,10,12,17
g9171,4,2,8,2,14,5,11,11,1,9,10
g9172,0,0,0,0,3,0,1,0,0,0,0
g9173,15,14,21,13,25,19,27,17,11,19,25
g9174,0,0,0,0,0,0,0,0,0,0,0
g9175,0,0,0,0,0,0,0,0,0,0,0
g9176,64,68,116,57,101,73,116,44,74,88,107
g9177,134,163,228,164,220,144,244,142,184,143,209
g9179,74,87,59,54,104,102,139,91,68,87,116
g9180,0,0,0,0,0,0,0,0,0,0,0
g9182,28,13,36,19,30,18,43,17,13,16,29
g9186,47,104,22,104,58,28,28,22,41,10,25
g9187,29,27,39,38,56,38,56,23,55,18,63
g9189,28,37,36,42,48,41,52,36,24,41,42
g9190,0,7,0,0,9,0,10,0,0,0,0
g9195,0,7,20,0,11,13,9,0,0,10,16
g9185,1049,2792,1756,2409,1409,925,956,617,1742,1444,774
g9197,0,12,18,9,12,14,11,6,8,9,11
g9199,0,11,8,0,5,0,14,7,3,6,0
g9200,0,0,0,0,0,0,0,0,0,0,0
g9201,0,0,0,0,0,0,0,0,0,0,0
g9202,21,26,20,16,18,30,48,15,10,23,26
g9208,0,9,0,0,8,0,0,0,0,0,10
g9212,0,0,0,0,0,0,0,0,0,0,0
g9207,44,56,47,23,50,47,40,41,31,48,51
g9219,0,0,0,0,0,0,0,0,0,0,0
g9220,0,0,0,0,0,0,5,0,4,5,3
g9221,0,0,0,0,0,0,0,0,0,0,0
g9218,7,0,0,0,6,0,8,0,0,5,11
g9205,0,0,0,2,0,0,0,0,0,0,0
g9206,28,17,27,38,67,32,29,36,29,30,45
g9203,100,81,122,113,146,111,107,117,121,99,147
g9204,48,39,62,93,94,70,50,39,56,50,91
g9231,0,0,0,0,0,0,0,36,17,0,0
g9228,0,22,28,20,43,0,77,24,33,31,0
g9227,196,122,98,104,148,129,214,184,124,116,159
g9230,0,0,0,0,0,0,0,0,0,0,0
g9229,87,55,71,112,152,68,92,99,56,72,97
g9234,0,0,0,0,13,11,8,5,10,2,15
g9235,12,8,0,12,11,6,29,14,17,15,17
g9233,47,42,83,38,64,58,69,24,50,51,69
g9232,82,162,243,150,223,208,234,127,107,156,223
g9238,2,0,0,0,0,2,3,0,3,0,0
g9240,11,6,7,5,12,12,16,14,15,7,17
g9237,123,121,123,99,138,121,100,65,112,85,124
g9242,3,0,2,2,4,2,6,0,0,2,7
g9241,39,49,64,42,46,63,72,67,22,51,64
g9243,17,35,16,14,31,27,24,12,10,15,31
g9244,10,18,8,0,0,11,21,10,0,17,10
g9245,63,64,54,33,82,77,99,55,52,58,88
g9250,5,2,2,2,4,5,4,3,2,3,3
g9249,11,4,5,15,20,12,18,13,12,9,12
g9251,0,0,0,0,0,0,0,0,0,0,0
g9252,0,0,0,0,0,0,0,0,0,0,0
g9254,2,2,2,3,5,5,5,2,3,2,8
g9258,21,13,20,18,25,17,28,8,21,22,25
g9246,99,53,108,71,120,96,88,68,93,93,106
g9247,152,92,172,136,225,142,195,117,127,126,199
g9261,0,40,25,31,36,9,37,8,0,0,0
g9262,79,187,121,171,203,121,238,100,97,132,181
g9263,356,598,360,452,541,421,750,310,240,370,546
g9266,0,0,5,0,0,0,0,0,7,0,0
g9265,69,63,63,46,77,76,97,82,57,61,83
g9268,0,0,0,0,12,8,6,0,0,0,0
g9269,0,0,0,0,0,0,0,0,0,0,0
g9267,76,44,53,161,229,154,145,110,119,122,174
g9273,0,0,6,0,0,3,0,0,0,0,9
g9270,4,11,13,5,12,12,9,0,0,7,11
g9271,23,32,20,14,27,34,35,14,12,10,41
g9272,8,31,17,11,22,15,27,8,0,11,22
g9275,37,49,87,64,71,69,62,47,47,57,87
g9274,36,37,41,26,55,48,68,46,40,34,33
g9278,3,12,4,2,6,5,10,4,5,11,9
g9279,10,9,13,11,18,26,18,9,16,13,7
g9282,7,8,8,6,5,12,11,0,5,0,8
g9281,9,11,9,0,25,8,16,0,0,12,20
g9276,56,55,43,62,80,51,110,58,71,49,81
g9277,21,0,16,10,36,21,29,10,23,32,37
g9290,10,3,6,0,14,13,5,10,8,15,10
g9291,0,9,4,0,12,0,9,0,0,0,12
g9292,0,5,9,5,8,6,0,3,4,7,7
g9285,0,0,0,0,0,0,0,5,0,0,0
g9286,11,0,8,0,9,10,8,0,0,6,13
g9288,27,10,20,6,22,25,31,30,29,10,18
g9284,7,13,29,10,10,15,9,0,8,15,17
g9287,34,41,40,33,56,56,68,39,50,46,55
g9289,45,8,43,34,58,54,80,52,51,36,53
g9294,26,21,26,26,34,24,53,37,27,15,26
g9293,40,15,42,23,52,43,41,31,34,30,50
g9302,0,0,0,0,0,0,0,0,0,0,0
g9307,3,0,0,0,0,0,0,0,0,0,0
g9308,19,32,18,16,31,0,22,16,7,15,26
g9309,89,102,111,90,134,104,215,81,45,77,172
g9310,160,120,139,128,210,164,258,118,119,154,198
g9312,11,11,32,17,37,28,25,11,10,16,24
g9311,147,55,112,223,238,229,197,178,193,112,245
g9313,107,83,122,97,149,206,122,51,44,91,186
g9314,0,16,10,9,0,0,0,0,11,0,0
g9315,0,0,0,0,0,0,0,0,0,0,0
g9320,0,0,0,0,0,0,0,0,0,0,0
g9316,32,58,66,50,57,45,54,35,37,44,73
g9317,0,0,0,0,13,12,10,11,0,0,19
g9318,0,0,0,0,0,0,0,0,0,0,0
g9321,0,0,0,0,0,0,0,0,0,0,0
g9323,113,103,145,117,218,155,222,148,113,95,180
g9324,0,0,0,0,0,0,0,0,3,0,4
g9325,79,94,120,94,173,129,140,123,79,103,177
g9326,0,0,0,0,0,0,0,2,0,0,0
g9322,207,187,251,230,234,248,220,128,233,180,211
g9328,172,120,197,181,200,216,265,172,159,151,210
g9327,7,42,26,16,42,13,27,7,14,0,24
g9329,9,11,9,2,11,13,18,9,5,10,10
g9335,24,12,35,5,17,25,47,29,28,18,37
g9336,8,0,4,0,5,7,0,0,0,0,9
g9349,9,10,12,13,13,8,11,7,14,12,8
g9340,0,0,0,0,0,0,0,0,0,0,0
g9341,0,0,0,0,0,0,0,0,0,0,0
g9342,0,0,0,0,0,0,0,0,0,0,0
g9345,9,2,5,4,9,0,13,3,0,4,7
g9343,3,0,1,0,3,0,0,0,0,0,0
g9344,2,2,5,0,3,4,1,4,2,5,7
g9346,4,0,7,0,0,0,0,0,0,0,5
g9357,6,7,0,0,0,0,11,10,3,11,0
g9339,64,75,74,39,100,67,104,59,76,74,114
g9338,18,0,30,20,27,25,39,19,28,22,20
g9331,431,589,585,487,460,456,547,310,533,435,485
g9332,1106,592,1006,650,1303,1450,2516,946,765,1080,1741
g9333,103,38,71,55,104,94,159,71,36,64,148
g9334,128,46,117,53,155,153,300,78,46,75,166
g9330,42,0,74,33,48,0,0,0,40,0,63
g9359,228,246,241,148,273,196,262,140,139,162,265
g9360,0,0,2,0,0,0,0,0,0,0,0
g9358,3,6,0,0,4,4,8,4,6,0,5
g9368,0,0,0,0,0,0,1,0,0,0,0
g9370,0,0,0,0,0,0,0,0,1,0,0
g9369,13,0,0,12,25,8,16,5,10,0,13
g9371,4,8,1,9,8,6,13,7,6,0,7
g9372,11,24,21,28,28,24,36,12,25,32,11
g9363,53,84,56,60,93,62,132,47,40,79,114
g9364,23,39,27,33,51,31,46,15,27,22,32
g9366,60,73,55,63,77,74,107,72,53,80,85
g9361,16,21,13,5,10,17,12,10,9,12,15
g9362,64,148,110,43,72,114,174,85,52,101,151
g9365,19,25,24,17,36,39,27,17,25,26,46
g9367,29,26,20,20,33,18,42,14,24,27,24
g9373,57,37,43,30,62,51,150,48,68,43,98
g9374,82,56,94,29,43,105,137,105,78,93,114
g9380,33,25,33,29,28,63,77,23,31,46,43
g9375,0,0,0,0,0,19,0,0,0,0,0
g9376,0,4,0,0,0,3,2,0,1,3,0
g9378,86,81,72,49,72,84,123,47,53,40,76
g9379,165,179,218,121,215,228,255,107,128,161,231
g9377,3,1,3,0,2,2,0,0,2,3,0
g9389,0,14,13,11,24,7,15,10,0,10,23
g9390,4,15,0,10,12,0,9,11,6,0,11
g9381,0,0,0,0,0,0,0,4,0,0,0
g9382,20,22,0,25,42,21,50,18,19,26,39
g9383,0,0,0,0,0,0,0,0,0,0,0
g9385,0,0,5,0,0,0,0,0,0,0,0
g9387,84,134,103,84,174,143,177,91,56,99,152
g9384,35,31,53,32,51,49,42,34,19,33,53
g9386,24,8,35,11,11,56,26,23,28,18,53
g9391,41,25,28,41,57,43,52,25,29,27,43
g9392,0,0,0,0,0,0,0,0,0,0,0
g9393,52,75,36,67,56,47,70,33,38,42,45
g9395,0,37,12,12,17,13,14,6,0,0,20
g9394,147,341,163,236,278,173,200,168,155,140,248
g9396,22,19,24,16,30,10,26,17,22,16,27
g9398,91,78,81,92,138,106,158,109,58,94,113
g9397,5,0,14,20,18,0,20,9,9,8,23
g9401,27,17,13,16,19,18,26,4,8,13,14
g9400,1057,1178,1243,1034,1516,1079,1407,772,806,1025,1443
g9405,0,0,0,0,0,0,0,0,0,0,0
g9406,20,18,13,14,18,11,31,0,15,8,30
g9412,2,0,0,0,0,0,3,0,2,2,7
g9413,2,0,0,0,0,2,0,0,0,2,2
g9407,16,6,14,13,0,15,21,18,5,7,18
g9408,20,11,14,9,20,21,38,17,22,23,35
g9403,260,275,264,215,349,224,397,206,234,246,283
g9402,158,184,193,139,242,189,305,131,115,144,235
g9404,135,191,157,135,214,186,214,124,193,193,218
g9425,8,0,0,0,0,0,10,4,0,6,0
g9421,7,14,22,20,22,12,8,6,0,6,36
g9422,0,0,0,0,0,0,0,2,2,0,0
g9423,0,0,0,0,0,0,0,0,0,0,0
g9420,15,8,24,22,26,18,33,7,15,20,30
g9424,139,103,140,101,192,148,169,104,113,118,142
g9429,0,0,0,4,7,0,0,3,2,0,0
g9430,0,0,10,0,11,1,0,0,0,0,0
g9432,0,0,0,0,0,0,0,0,0,0,0
g9426,0,0,0,0,0,0,0,0,0,0,0
g9428,25,118,28,95,65,30,38,26,20,54,15
g9427,36,114,26,131,47,44,31,27,32,47,31
g9434,4,0,0,0,0,0,6,0,0,2,5
g9444,19,33,6,24,57,25,19,24,22,22,15
g9443,39,36,41,8,41,24,33,22,23,19,53
g9439,18,24,12,9,14,17,12,4,11,9,23
g9440,20,36,38,15,32,30,44,24,22,33,44
g9441,6,10,0,2,6,8,4,5,0,14,14
g9442,10,12,0,2,8,9,9,3,5,13,9
g9446,37,39,48,19,48,36,36,13,17,17,51
g9435,1,0,3,0,1,1,0,1,0,2,2
g9436,671,441,360,455,972,753,707,784,232,907,1163
g9437,475,277,288,304,530,659,503,509,186,686,821
g9447,49,53,94,117,131,67,96,87,86,92,93
g9448,12,8,31,20,18,23,32,15,8,23,30
g9449,30,8,21,18,36,37,36,13,5,24,40
g9452,0,0,0,6,6,4,8,0,0,6,9
g9451,56,69,67,63,95,53,99,61,65,57,100
g9456,13,34,11,14,23,13,27,16,12,18,23
g9459,0,0,0,7,0,0,0,0,5,7,15
g9453,15,10,21,7,22,7,18,10,0,18,0
g9454,0,0,0,0,0,0,4,0,0,0,4
g9455,37,33,44,39,46,35,58,33,29,27,45
g9464,3,0,5,0,6,6,0,5,5,5,10
g9463,22,0,23,8,30,34,24,38,15,25,47
g9469,6,0,9,11,6,0,0,0,4,4,6
g9471,0,0,0,0,0,0,0,0,0,0,0
g9474,4,0,9,0,3,5,5,0,0,0,4
g9475,8,0,0,0,0,0,0,0,5,0,0
g9476,7,0,10,9,0,0,12,4,0,0,8
g9478,24,24,13,15,16,12,53,27,26,24,25
g9480,0,0,0,0,0,0,0,0,0,0,0
g9482,2,0,0,0,2,2,1,0,1,1,2
g9483,5,0,4,7,7,5,5,0,0,6,11
g9484,3,4,5,1,5,13,1,2,5,0,4
g9485,60,35,60,51,66,45,112,52,52,32,55
g9490,13,9,18,9,18,7,13,14,0,0,0
g9487,60,63,75,50,59,60,101,41,48,65,91
g9488,51,59,70,34,88,41,67,36,39,41,51
g9489,0,0,7,0,0,0,7,4,0,0,0
g9486,15,0,0,11,24,12,19,0,20,16,20
g9491,107,96,123,98,184,163,277,110,100,99,190
g9492,22,4,0,14,0,12,11,8,9,12,16
g9495,1,0,0,0,0,0,0,0,0,1,0
g9496,5,3,0,0,3,0,8,0,0,0,0
g9497,0,0,0,0,0,0,0,1,0,0,2
g9498,9,16,9,0,10,7,19,0,7,4,17
g9500,62,57,80,30,76,96,81,36,91,68,95
g9501,58,51,50,28,59,78,63,44,45,45,85
g9502,165,138,169,91,194,214,225,100,139,128,255
g9505,0,0,0,0,0,0,0,0,0,0,0
g9508,3,4,0,0,4,0,5,8,0,0,0
g9506,11,9,11,18,15,13,23,10,16,11,21
g9507,48,29,81,71,86,56,77,66,60,35,94
g9509,12,21,20,7,17,12,43,16,37,33,24
g9511,10,11,16,40,40,5,22,9,22,13,39
g9504,178,156,146,114,253,186,274,116,130,158,200
g9503,135,124,135,118,141,148,237,128,120,154,176
g9512,6,4,7,9,11,4,3,9,6,10,17
g9516,0,26,12,9,11,9,11,0,5,0,10
g9517,8,4,0,0,4,0,0,3,0,0,0
g9525,3,2,0,2,3,3,5,3,4,0,3
g9519,14,13,11,5,21,7,29,17,21,17,22
g9513,0,0,0,0,0,0,0,0,0,0,0
g9514,30,16,22,32,34,29,35,22,32,38,51
g9515,13,0,0,16,22,0,0,0,0,0,0
g9526,105,52,140,57,102,103,144,82,92,97,149
g9527,0,0,0,0,0,0,0,0,0,0,0
g9528,46,31,36,32,39,51,81,38,42,46,35
g9530,550,251,477,219,628,639,916,591,474,526,773
g9531,75,63,86,72,134,76,101,104,58,71,105
g9533,0,0,0,0,0,0,0,0,0,0,0
g9535,105,143,150,116,194,136,245,116,73,105,218
g9536,0,0,0,0,0,0,0,0,0,0,0
g9532,70,52,76,53,99,58,103,61,44,34,88
g9534,57,54,53,54,102,53,63,63,45,50,92
g9541,18,43,25,32,31,16,44,19,8,17,36
g9543,0,0,0,0,0,0,0,0,0,0,0
g9544,8,22,23,10,19,16,16,13,11,9,10
g9539,0,0,0,0,0,0,0,0,0,0,0
g9537,70,75,63,57,115,95,124,89,88,57,102
g9538,75,137,136,137,205,145,211,116,115,120,150
g9540,81,103,102,99,177,110,147,78,64,80,113
g9545,5,14,11,9,11,12,15,3,0,12,18
g9546,38,33,61,37,65,39,80,32,24,29,48
g9548,4,4,0,0,0,5,0,2,0,4,2
g9549,28,50,76,22,74,49,78,49,28,34,104
g9550,32,42,44,12,54,36,57,17,12,32,55
g9556,9,2,13,0,3,11,14,7,3,0,9
g9557,3,0,0,7,0,0,4,0,6,3,0
g9558,33,70,245,324,263,48,100,58,264,66,172
g9551,15,15,6,14,14,14,33,0,6,11,15
g9552,12,9,0,7,5,8,19,0,0,0,10
g9553,11,0,10,0,8,6,13,7,7,6,16
g9554,2,1,2,3,0,0,0,0,0,2,3
g9555,8,11,8,6,11,7,0,4,0,0,0
g9565,19,6,17,16,36,8,13,3,16,5,27
g9562,0,5,9,9,12,14,23,6,10,0,13
g9564,0,0,4,4,0,0,0,0,3,0,0
g9563,27,23,34,16,26,0,24,25,0,15,20
g9568,17,25,34,25,33,33,77,31,31,20,31
g9569,0,4,0,0,1,0,0,0,0,3,7
g9571,0,31,0,0,50,34,57,0,0,0,23
g9572,108,66,50,79,174,100,166,86,38,80,49
g9578,34,28,75,20,61,85,107,42,47,49,74
g9579,5,4,12,0,7,16,20,8,7,9,11
g9580,2,2,2,0,0,1,1,0,0,0,2
g9584,0,0,0,0,0,0,0,0,0,0,0
g9585,5,0,3,3,3,0,9,0,0,0,0
g9582,0,0,0,0,0,0,0,0,0,0,0
g9583,34,41,33,27,71,22,57,30,21,35,40
g9574,0,0,0,0,0,10,0,0,12,0,0
g9575,0,0,0,0,0,0,0,0,0,0,0
g9576,0,0,0,0,0,0,0,0,0,0,0
g9577,124,76,78,84,179,95,341,152,102,74,135
g9573,10,16,25,8,7,25,27,0,30,21,37
g9588,0,0,0,0,0,0,0,0,0,0,0
g9589,0,0,4,0,0,7,0,0,2,0,0
g9586,14,13,13,11,7,18,22,5,16,20,19
g9587,138,117,136,104,163,172,238,128,133,163,204
g9591,4,0,7,0,5,6,9,0,6,5,4
g9590,38,27,27,22,34,63,68,35,25,57,56
g9592,461,788,917,547,793,645,973,517,563,622,876
g9596,0,0,0,0,0,0,8,5,7,7,8
