gene_id,pd_12.14,pd_12.2,pd_12.7,pd_13.10,pd_13.13,pd_13.9,pd_14.11,pd_14.12,pd_14.8,pd_15.3,pd_15.6
SymbC1.scaffold10572.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10572.1,25,0,0,13,0,0,91,0,0,0,0
SymbC1.scaffold10573.1,1,0,0,1,0,1,0,1,0,0,1
SymbC1.scaffold10572.3,22,0,9,8,0,7,66,12,0,0,15
SymbC1.scaffold10579.1,5,0,0,0,0,0,10,0,0,0,0
SymbC1.scaffold10582.1,11,0,0,0,0,0,3,0,0,0,0
SymbC1.scaffold10587.1,14,0,0,0,0,0,37,20,0,0,8
SymbC1.scaffold10589.1,22,3,5,0,4,3,39,16,2,10,11
SymbC1.scaffold10599.1,15,4,0,0,7,8,36,19,8,0,9
SymbC1.scaffold10601.1,0,0,0,0,0,0,24,0,0,0,0
SymbC1.scaffold10604.1,11,0,0,15,0,13,54,0,0,10,18
SymbC1.scaffold10608.2,18,3,0,6,0,12,48,29,6,10,13
SymbC1.scaffold10608.1,28,0,0,0,0,0,88,17,9,12,0
SymbC1.scaffold10609.1,0,0,0,0,0,0,37,0,0,0,0
SymbC1.scaffold10614.1,0,0,0,0,0,0,25,0,0,0,0
SymbC1.scaffold10617.2,4,0,0,0,0,11,27,9,0,0,10
SymbC1.scaffold10617.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10620.1,0,0,0,0,0,0,34,14,0,0,0
SymbC1.scaffold10622.1,42,0,4,8,10,13,133,33,9,17,22
SymbC1.scaffold10623.1,39,0,0,11,0,0,96,18,0,0,0
SymbC1.scaffold10623.2,21,0,0,0,0,6,38,13,8,8,0
SymbC1.scaffold10635.1,49,0,0,0,0,10,91,28,5,15,15
SymbC1.scaffold10637.2,10,0,0,0,0,0,11,2,2,0,3
SymbC1.scaffold10638.2,14,0,0,0,5,8,65,11,6,8,7
SymbC1.scaffold10638.1,229,11,33,65,49,69,514,138,29,61,104
SymbC1.scaffold10639.2,0,0,0,0,0,0,2,0,0,0,0
SymbC1.scaffold10639.1,35,0,0,10,6,11,92,24,6,7,13
SymbC1.scaffold10641.1,62,0,0,0,0,28,166,38,14,0,21
SymbC1.scaffold10641.2,19,0,0,0,0,8,68,21,8,15,13
SymbC1.scaffold10641.3,44,13,2,6,6,18,107,33,7,10,31
SymbC1.scaffold10644.1,6,0,0,0,0,0,35,0,0,0,8
SymbC1.scaffold10648.2,43,3,0,16,0,21,82,22,20,17,7
SymbC1.scaffold10649.2,83,0,7,15,18,34,160,25,14,19,33
SymbC1.scaffold10653.1,20,10,0,0,0,0,53,22,11,0,8
SymbC1.scaffold10655.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10657.1,0,0,0,0,0,0,24,0,0,0,10
SymbC1.scaffold10655.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10654.1,76,0,0,15,10,21,159,32,9,16,24
SymbC1.scaffold10664.1,12,0,0,0,0,0,18,0,0,0,0
SymbC1.scaffold10660.1,39,0,0,0,6,13,109,24,12,8,11
SymbC1.scaffold10665.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10672.1,18,0,0,0,0,10,23,12,0,7,0
SymbC1.scaffold10674.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10687.1,0,0,0,0,0,4,9,0,0,0,0
SymbC1.scaffold10687.2,10,0,2,0,0,0,64,24,0,5,10
SymbC1.scaffold10684.1,20,0,0,8,0,0,76,30,0,8,31
SymbC1.scaffold10689.1,238,0,11,52,31,126,679,150,19,78,137
SymbC1.scaffold10693.1,0,0,0,0,0,0,0,0,3,0,0
SymbC1.scaffold10691.1,62,0,17,24,0,29,209,63,13,15,48
SymbC1.scaffold10693.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10700.1,0,0,0,0,0,2,15,9,0,0,0
SymbC1.scaffold10696.1,10,0,0,4,0,0,24,0,0,0,4
SymbC1.scaffold10695.1,12,0,0,3,0,15,14,11,0,0,7
SymbC1.scaffold10705.1,15,0,0,0,0,0,46,0,0,0,0
SymbC1.scaffold10706.1,58,0,0,13,0,0,128,43,0,28,34
SymbC1.scaffold10708.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10707.1,53,0,0,0,7,13,98,16,11,12,12
SymbC1.scaffold10709.1,56,0,9,12,8,20,114,24,11,15,22
SymbC1.scaffold10709.2,0,0,0,17,8,0,65,17,11,0,6
SymbC1.scaffold10713.2,0,0,0,0,0,0,66,0,0,0,0
SymbC1.scaffold10717.1,9,3,0,7,0,7,51,17,0,0,15
SymbC1.scaffold10724.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10729.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10730.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10731.1,0,0,0,9,0,0,29,0,0,0,0
SymbC1.scaffold10724.2,233,18,19,61,27,88,557,150,37,57,119
SymbC1.scaffold10733.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10736.1,11,0,0,2,0,4,17,5,0,0,0
SymbC1.scaffold10742.1,15,0,0,9,0,10,37,0,0,0,0
SymbC1.scaffold10742.2,18,0,0,6,0,9,71,24,0,8,0
SymbC1.scaffold10731.2,106,13,7,28,28,73,253,72,17,41,102
SymbC1.scaffold10731.3,145,10,11,41,32,56,328,119,21,42,97
SymbC1.scaffold10744.1,6,0,0,3,3,8,30,9,0,10,7
SymbC1.scaffold10747.1,3,0,0,2,2,3,7,4,0,3,3
SymbC1.scaffold10747.2,26,0,0,13,0,10,56,15,7,0,15
SymbC1.scaffold10747.3,34,0,0,0,0,0,62,21,0,0,0
SymbC1.scaffold10755.2,1,0,0,2,0,0,4,0,0,0,2
SymbC1.scaffold10753.2,51,7,0,7,8,20,82,26,12,16,18
SymbC1.scaffold10763.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10767.1,16,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10771.1,5,0,0,0,0,2,16,0,5,0,5
SymbC1.scaffold10776.1,3,0,0,2,1,0,7,2,0,0,1
SymbC1.scaffold10778.1,149,11,12,37,27,77,364,82,15,26,74
SymbC1.scaffold10778.2,27,0,0,0,0,0,97,13,12,9,0
SymbC1.scaffold10778.3,12,0,0,0,0,0,38,0,0,0,0
SymbC1.scaffold10778.4,0,0,0,0,0,0,107,20,0,0,0
SymbC1.scaffold10786.2,22,3,0,3,3,9,42,4,4,5,9
SymbC1.scaffold10789.2,0,0,0,0,0,0,5,0,0,0,0
SymbC1.scaffold10786.1,112,0,16,39,17,52,215,114,19,56,75
SymbC1.scaffold10789.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10792.1,20,0,0,10,3,5,52,10,0,0,0
SymbC1.scaffold10795.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10801.2,436,23,56,114,104,273,1087,292,125,181,275
SymbC1.scaffold10803.2,60,0,0,0,0,0,128,36,0,0,9
SymbC1.scaffold10806.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10806.1,11,0,0,4,5,0,25,8,0,5,0
SymbC1.scaffold10803.1,317,19,19,61,36,108,635,236,66,106,144
SymbC1.scaffold10811.2,0,0,0,0,0,9,108,22,0,0,27
SymbC1.scaffold10811.1,112,15,18,32,12,47,335,85,19,30,80
SymbC1.scaffold10816.1,12,0,0,0,0,0,29,11,4,0,12
SymbC1.scaffold10819.2,1,0,0,0,0,0,5,0,0,0,0
SymbC1.scaffold10825.1,15,0,0,0,0,0,39,0,0,0,8
SymbC1.scaffold10828.1,0,0,0,0,0,5,0,0,0,0,0
SymbC1.scaffold10827.1,33,0,0,0,0,11,57,24,0,20,0
SymbC1.scaffold10830.1,0,0,0,0,0,0,16,10,0,0,0
SymbC1.scaffold10843.1,17,0,0,0,0,0,28,15,0,0,0
SymbC1.scaffold10844.1,14,0,0,0,6,0,33,12,0,5,0
SymbC1.scaffold10860.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10857.1,28,0,0,0,0,21,81,34,0,5,12
SymbC1.scaffold10873.1,29,0,0,0,6,0,51,0,0,0,0
SymbC1.scaffold10863.1,128,0,13,30,15,49,301,103,21,32,49
SymbC1.scaffold10874.1,7,0,0,2,5,0,16,3,4,2,2
SymbC1.scaffold10873.2,67,0,0,15,0,24,156,32,0,15,37
SymbC1.scaffold10876.1,8,0,0,0,0,0,34,16,0,6,8
SymbC1.scaffold10877.1,5,0,0,3,0,0,12,0,0,0,6
SymbC1.scaffold10875.1,54,0,0,0,5,0,80,0,0,0,15
SymbC1.scaffold10878.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10883.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10883.3,3,0,0,0,0,3,3,0,0,0,1
SymbC1.scaffold10889.1,2,0,0,0,0,3,6,3,0,0,0
SymbC1.scaffold10891.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10902.1,0,0,0,0,0,3,9,0,3,0,11
SymbC1.scaffold10902.3,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10903.1,0,0,0,6,0,8,24,0,0,8,7
SymbC1.scaffold10906.1,0,0,0,4,0,0,6,0,0,0,0
SymbC1.scaffold10906.2,59,0,0,10,19,22,132,44,7,0,42
SymbC1.scaffold10906.3,117,6,0,38,13,32,224,92,14,44,41
SymbC1.scaffold10916.1,31,0,0,6,7,19,68,34,13,28,14
SymbC1.scaffold10918.2,15,0,0,0,0,0,44,12,0,0,0
SymbC1.scaffold10918.1,43,0,0,0,0,21,110,20,0,0,24
SymbC1.scaffold10924.2,0,0,0,0,0,0,18,0,0,0,0
SymbC1.scaffold10924.1,19,0,0,0,0,9,52,20,7,9,15
SymbC1.scaffold10929.1,2,0,0,0,0,3,12,7,1,4,4
SymbC1.scaffold10929.2,46,4,2,14,4,9,93,59,15,12,17
SymbC1.scaffold10947.2,0,0,0,0,0,0,0,6,0,0,0
SymbC1.scaffold10947.1,43,0,0,9,0,7,54,40,12,0,9
SymbC1.scaffold10950.2,55,0,13,26,16,39,136,59,28,24,32
SymbC1.scaffold10958.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10963.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10957.1,40,0,0,15,6,17,125,30,11,12,24
SymbC1.scaffold10963.2,31,0,0,0,0,20,97,31,0,16,0
SymbC1.scaffold10968.1,11,0,0,0,0,0,58,14,0,0,19
SymbC1.scaffold10965.1,61,0,0,0,0,0,169,39,0,0,0
SymbC1.scaffold10970.2,3,0,0,0,0,0,10,2,3,0,2
SymbC1.scaffold10969.1,50,0,4,19,12,27,112,35,8,11,19
SymbC1.scaffold10976.2,17,3,0,8,8,18,60,15,0,5,22
SymbC1.scaffold10976.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10980.1,13,0,3,9,0,0,81,0,0,0,0
SymbC1.scaffold10980.2,0,0,0,0,0,0,36,19,0,0,0
SymbC1.scaffold10988.1,22,0,0,0,5,0,42,18,12,0,16
SymbC1.scaffold10990.1,56,5,4,30,12,37,197,56,25,27,58
SymbC1.scaffold10990.2,34,0,0,0,0,0,88,19,0,12,0
SymbC1.scaffold11000.1,3,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10993.1,91,0,0,31,20,34,209,46,23,35,42
SymbC1.scaffold10999.1,0,0,0,0,5,8,71,13,0,0,0
SymbC1.scaffold10993.2,41,0,0,13,0,19,75,19,0,10,21
SymbC1.scaffold11004.1,11,0,0,5,0,6,30,14,3,5,0
SymbC1.scaffold11012.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11013.1,13,0,0,0,0,0,32,0,0,0,7
SymbC1.scaffold11021.1,0,0,0,0,0,0,19,0,0,0,0
SymbC1.scaffold11022.2,9,0,0,0,0,7,16,0,0,0,0
SymbC1.scaffold11023.1,20,4,0,0,6,4,40,17,7,0,5
SymbC1.scaffold11028.1,0,0,0,0,0,0,6,0,0,0,4
SymbC1.scaffold11026.1,23,0,0,0,0,0,85,0,0,0,0
SymbC1.scaffold11034.1,61,0,0,8,0,16,105,39,10,19,29
SymbC1.scaffold11036.2,4,0,0,0,0,0,4,3,0,0,0
SymbC1.scaffold11040.1,0,0,0,0,0,0,15,0,0,0,0
SymbC1.scaffold11035.1,31,0,0,0,0,8,52,16,0,0,16
SymbC1.scaffold11044.1,0,0,0,0,0,0,101,24,0,0,27
SymbC1.scaffold11047.1,40,0,0,0,0,0,72,0,0,0,0
SymbC1.scaffold11049.2,17,0,0,0,0,0,58,0,0,0,13
SymbC1.scaffold11049.1,119,8,7,25,14,58,231,63,17,29,51
SymbC1.scaffold11062.1,112,0,15,22,21,46,250,110,29,34,40
SymbC1.scaffold11064.2,13,0,0,0,0,0,26,0,0,0,0
SymbC1.scaffold11064.1,173,0,11,23,0,51,318,102,31,60,114
SymbC1.scaffold11066.3,40,0,7,9,0,0,48,16,0,0,9
SymbC1.scaffold11069.2,77,10,4,15,17,37,158,70,24,29,43
SymbC1.scaffold11069.3,36,0,0,13,9,33,124,36,17,15,19
SymbC1.scaffold11067.1,105,0,0,40,0,50,291,105,17,34,60
SymbC1.scaffold11069.4,17,2,0,0,16,12,64,42,12,15,25
SymbC1.scaffold11069.5,9,0,0,5,0,0,22,14,0,0,0
SymbC1.scaffold11073.1,8,0,0,0,0,3,16,4,0,10,0
SymbC1.scaffold11071.1,0,0,0,0,0,0,47,0,0,6,0
SymbC1.scaffold11075.1,119,17,7,38,21,74,306,66,30,50,65
SymbC1.scaffold11098.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11099.1,16,5,0,0,0,0,50,30,0,0,12
SymbC1.scaffold11103.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11110.1,0,0,0,0,0,0,16,0,0,0,0
SymbC1.scaffold11118.1,0,0,0,0,0,0,7,0,0,0,0
SymbC1.scaffold11101.1,722,30,56,245,55,211,1451,404,105,122,234
SymbC1.scaffold11119.1,78,0,0,0,9,31,199,60,0,21,48
SymbC1.scaffold11121.1,65,0,0,12,8,0,93,22,10,18,41
SymbC1.scaffold11121.2,34,0,0,7,8,8,73,24,0,18,0
SymbC1.scaffold11122.1,28,0,0,0,0,8,52,15,6,0,0
SymbC1.scaffold11123.1,0,0,0,0,0,0,7,0,0,0,0
SymbC1.scaffold11126.1,33,0,0,0,0,22,163,58,10,23,35
SymbC1.scaffold11130.1,27,0,0,14,0,13,70,20,11,7,18
SymbC1.scaffold11140.1,9,0,0,0,0,7,32,16,0,0,7
SymbC1.scaffold11139.1,67,0,0,12,0,0,207,56,16,13,31
SymbC1.scaffold11140.2,36,0,0,7,0,6,79,14,6,0,0
SymbC1.scaffold11145.1,0,0,0,0,3,0,5,0,0,0,0
SymbC1.scaffold11146.1,5,0,0,0,0,0,5,0,0,0,0
SymbC1.scaffold11142.1,109,0,0,22,20,36,232,100,30,27,30
SymbC1.scaffold11152.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11150.2,89,0,10,0,0,0,205,78,0,0,0
SymbC1.scaffold11154.1,25,0,0,5,0,0,24,11,0,0,3
SymbC1.scaffold11154.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11156.1,0,0,0,0,0,0,3,1,0,0,0
SymbC1.scaffold11158.1,0,0,0,0,0,5,17,13,0,0,8
SymbC1.scaffold11169.1,14,0,0,0,3,6,24,0,0,0,0
SymbC1.scaffold11172.1,11,0,0,0,0,0,32,0,0,0,0
SymbC1.scaffold11172.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11169.2,217,14,21,52,37,71,386,137,43,61,79
SymbC1.scaffold11180.1,0,0,0,0,0,3,12,9,0,0,6
SymbC1.scaffold11186.1,6,0,0,0,0,0,18,9,0,0,6
SymbC1.scaffold11181.1,0,0,0,0,0,0,44,6,0,0,10
SymbC1.scaffold11194.1,9,0,4,11,5,11,66,17,0,10,13
SymbC1.scaffold11209.1,13,0,0,5,0,0,31,0,0,0,0
SymbC1.scaffold11209.2,1,0,0,0,0,2,2,0,0,0,0
SymbC1.scaffold11213.1,13,0,7,0,0,5,33,9,0,0,14
SymbC1.scaffold11214.1,45,0,0,19,15,13,185,45,3,10,20
SymbC1.scaffold11220.1,44,0,0,0,0,0,74,35,0,14,28
SymbC1.scaffold11221.1,18,2,0,0,0,9,38,0,0,0,8
SymbC1.scaffold11221.2,0,0,0,6,0,7,21,24,0,0,8
SymbC1.scaffold11225.1,0,0,0,4,0,0,0,0,0,0,0
SymbC1.scaffold11223.1,111,0,0,0,0,0,157,92,0,0,0
SymbC1.scaffold11226.2,36,4,5,8,4,11,83,33,9,10,18
SymbC1.scaffold11225.2,44,0,0,0,0,15,125,21,0,16,19
SymbC1.scaffold11227.1,20,0,0,0,0,9,62,20,0,0,15
SymbC1.scaffold11232.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11237.1,88,0,5,20,14,38,174,60,25,32,40
SymbC1.scaffold11241.1,22,0,0,7,8,13,46,19,5,9,15
SymbC1.scaffold11253.1,31,0,0,0,0,19,107,18,0,0,14
SymbC1.scaffold11258.1,0,0,0,0,0,0,15,10,0,0,6
SymbC1.scaffold11260.1,20,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11263.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11270.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11272.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11277.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11261.1,83,0,0,18,0,28,198,47,11,30,40
SymbC1.scaffold11278.1,264,45,45,83,80,150,580,368,161,164,110
SymbC1.scaffold11285.1,146,8,19,84,34,74,440,118,29,36,117
SymbC1.scaffold11290.1,7,0,0,0,0,0,5,0,0,0,0
SymbC1.scaffold11291.1,18,0,0,3,0,10,60,15,5,8,11
SymbC1.scaffold11285.2,154,17,9,23,24,42,334,131,15,27,65
SymbC1.scaffold11297.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11297.2,8,0,0,0,0,0,29,0,0,0,5
SymbC1.scaffold11294.1,35,3,0,13,5,31,122,54,20,8,25
SymbC1.scaffold11298.1,18,0,0,0,0,0,0,11,0,0,0
SymbC1.scaffold11310.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11312.1,0,0,0,0,0,0,29,9,0,0,0
SymbC1.scaffold11302.1,325,21,17,99,56,160,707,203,77,130,150
SymbC1.scaffold11315.1,4,2,0,3,1,5,22,13,2,0,9
SymbC1.scaffold11313.1,0,0,0,0,0,0,10,0,0,0,0
SymbC1.scaffold11316.1,131,0,0,25,17,41,388,79,25,29,62
SymbC1.scaffold11316.2,51,6,0,16,11,23,186,33,11,18,30
SymbC1.scaffold11326.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11324.2,9,0,0,0,0,0,20,0,0,4,6
SymbC1.scaffold11327.1,16,0,0,3,6,0,31,5,0,0,12
SymbC1.scaffold11327.2,17,0,0,0,0,0,21,0,0,5,5
SymbC1.scaffold11328.1,20,0,0,0,0,12,27,0,9,10,0
SymbC1.scaffold11328.2,25,0,0,6,0,7,47,11,10,0,10
SymbC1.scaffold11332.1,65,0,0,10,10,36,182,52,17,20,55
SymbC1.scaffold11342.1,0,0,0,0,0,0,90,26,0,0,0
SymbC1.scaffold11350.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11349.1,0,0,0,0,0,0,68,0,0,0,0
SymbC1.scaffold11353.1,70,9,12,33,15,52,159,113,33,57,51
SymbC1.scaffold11354.1,34,6,6,10,7,16,94,35,10,19,21
SymbC1.scaffold11359.1,17,0,0,0,0,0,31,5,0,0,9
SymbC1.scaffold11359.2,20,0,0,16,4,0,77,33,8,0,25
SymbC1.scaffold11361.1,14,0,0,0,0,11,23,3,0,0,4
SymbC1.scaffold11360.1,51,0,6,13,0,31,177,44,17,24,21
SymbC1.scaffold11361.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11361.3,33,0,0,0,0,15,48,9,0,7,0
SymbC1.scaffold11371.1,13,0,0,0,0,14,42,11,7,6,0
SymbC1.scaffold11362.1,91,0,0,22,0,27,218,77,8,27,49
SymbC1.scaffold11373.1,21,0,2,8,3,11,33,9,2,6,5
SymbC1.scaffold11372.2,43,0,0,0,11,0,81,17,0,16,19
SymbC1.scaffold11374.1,126,0,10,39,25,50,262,58,30,22,71
SymbC1.scaffold11377.1,118,10,4,10,0,30,243,74,14,38,44
SymbC1.scaffold11384.2,31,0,0,0,0,15,75,30,12,0,0
SymbC1.scaffold11395.1,3,0,0,0,0,0,3,1,0,0,0
SymbC1.scaffold11387.2,73,5,15,19,17,28,162,50,16,29,32
SymbC1.scaffold11387.3,4,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11401.2,0,0,0,0,0,0,97,0,0,15,0
SymbC1.scaffold11402.1,22,0,0,0,0,15,23,0,0,0,12
SymbC1.scaffold11403.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11404.1,0,0,0,0,0,0,4,0,0,0,0
SymbC1.scaffold11403.1,15,0,0,0,0,10,28,0,0,0,14
SymbC1.scaffold11408.1,0,0,0,0,0,0,7,4,0,0,0
SymbC1.scaffold11417.1,0,0,0,0,0,0,17,0,0,0,0
SymbC1.scaffold11410.1,25,0,0,6,0,7,60,20,0,0,7
SymbC1.scaffold11419.1,0,0,0,3,0,2,11,0,0,0,2
SymbC1.scaffold11419.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11421.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11424.1,5,0,0,4,4,0,36,7,0,8,7
SymbC1.scaffold11424.2,69,8,17,55,14,33,418,46,27,16,110
SymbC1.scaffold11427.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11430.1,0,0,0,0,0,0,58,20,0,0,0
SymbC1.scaffold11433.1,22,0,0,0,0,10,20,8,4,0,8
SymbC1.scaffold11438.1,0,0,0,0,0,0,46,0,0,0,0
SymbC1.scaffold11438.2,45,0,0,14,13,19,81,29,10,0,0
SymbC1.scaffold11440.1,35,0,0,10,0,0,92,35,0,0,22
SymbC1.scaffold11444.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11448.1,0,0,0,0,0,0,3,0,0,0,0
SymbC1.scaffold11446.1,33,9,12,0,24,30,173,49,21,24,24
SymbC1.scaffold11451.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11449.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11460.1,9,0,0,0,0,0,20,9,0,0,0
SymbC1.scaffold11465.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11472.1,27,0,0,7,0,19,50,26,0,5,16
SymbC1.scaffold11478.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11477.1,10,0,0,6,0,0,45,0,0,0,0
SymbC1.scaffold11482.1,14,3,3,8,3,10,41,15,7,4,5
SymbC1.scaffold11475.1,0,0,0,0,0,0,18,0,0,0,0
SymbC1.scaffold11482.2,3,0,0,0,0,6,7,7,0,0,0
SymbC1.scaffold11483.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11485.1,7,0,0,0,0,0,23,0,0,0,0
SymbC1.scaffold11486.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11490.1,0,0,6,0,0,0,42,0,7,0,20
SymbC1.scaffold11490.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11497.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11491.1,63,0,9,14,10,19,171,40,10,18,32
SymbC1.scaffold11493.1,0,0,0,0,0,0,29,0,0,0,0
SymbC1.scaffold11501.2,0,0,0,0,0,0,6,0,0,0,0
SymbC1.scaffold11501.1,10,0,3,0,0,0,27,6,0,0,0
SymbC1.scaffold11502.4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11507.1,0,0,0,0,0,0,19,0,0,0,0
SymbC1.scaffold11514.1,21,3,0,4,3,9,37,8,2,8,6
SymbC1.scaffold11514.2,11,0,4,8,0,15,51,26,7,8,8
SymbC1.scaffold11522.1,13,0,0,0,0,0,24,8,3,10,0
SymbC1.scaffold11521.1,128,15,22,53,20,90,337,130,48,68,74
SymbC1.scaffold11524.2,0,0,0,0,0,0,0,0,0,2,0
SymbC1.scaffold11523.1,3,0,0,0,0,0,4,0,0,0,0
SymbC1.scaffold11533.1,0,0,0,0,0,0,6,0,0,0,0
SymbC1.scaffold11534.1,32,0,0,0,5,16,100,22,7,5,8
SymbC1.scaffold11537.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11537.2,65,0,3,12,0,19,171,33,8,8,42
SymbC1.scaffold11538.2,38,0,0,0,0,16,59,0,0,0,17
SymbC1.scaffold11548.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11552.1,2,0,0,0,0,3,0,0,0,0,0
SymbC1.scaffold11538.1,362,48,47,126,86,111,660,261,97,184,151
SymbC1.scaffold11554.1,0,0,0,0,0,17,21,9,0,0,0
SymbC1.scaffold11562.1,25,0,0,9,0,0,35,20,0,8,9
SymbC1.scaffold11562.3,2,0,0,8,0,2,31,14,0,3,5
SymbC1.scaffold11569.2,0,0,0,0,0,0,5,0,0,0,0
SymbC1.scaffold11562.2,38,5,5,12,11,10,59,24,14,19,20
SymbC1.scaffold11570.2,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11573.1,0,0,0,0,0,0,19,0,0,0,0
SymbC1.scaffold11581.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11574.1,205,0,19,70,34,139,415,139,84,92,82
SymbC1.scaffold11596.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11590.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11597.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11599.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11603.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11608.2,8,0,0,0,7,0,32,20,4,0,6
SymbC1.scaffold11611.1,14,0,0,0,0,5,48,0,0,0,0
SymbC1.scaffold11605.1,133,10,15,22,14,35,331,84,25,38,56
SymbC1.scaffold11614.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11615.1,0,0,0,0,0,0,21,9,0,0,0
SymbC1.scaffold11619.1,54,0,6,10,24,15,133,26,25,26,10
SymbC1.scaffold11625.2,16,0,0,5,0,0,24,13,0,0,8
SymbC1.scaffold11627.1,0,0,0,0,0,0,13,0,0,0,0
SymbC1.scaffold11630.1,17,0,0,0,0,0,26,0,6,0,14
SymbC1.scaffold11629.1,138,9,13,49,12,87,397,169,40,62,73
SymbC1.scaffold11643.1,89,0,0,17,10,29,157,83,24,21,29
SymbC1.scaffold11645.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11644.1,6,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11649.1,11,0,0,5,4,12,57,32,18,12,21
SymbC1.scaffold11643.2,65,3,0,0,15,0,179,41,20,0,22
SymbC1.scaffold11649.2,38,0,0,0,0,16,62,19,0,0,12
SymbC1.scaffold11667.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11671.1,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11672.3,7,0,0,0,0,0,44,13,0,13,0
SymbC1.scaffold11672.2,5,0,0,0,0,0,3,0,0,0,0
